time, #execs, #covered, #singletons, #sglt_clusts, #foundnew, done, update?
9, 1, 1762, 1762, 1, 1, true, true
10, 2, 1823, 1263, 2, 2, true, true
11, 3, 1986, 1367, 3, 3, true, true
12, 4, 2497, 1617, 4, 4, true, true
13, 5, 2511, 1493, 5, 5, true, true
14, 6, 2636, 1145, 6, 5, true, true
16, 7, 2660, 1139, 7, 5, true, true
17, 8, 2669, 1142, 7, 6, true, true
18, 9, 2670, 189, 8, 7, true, true
20, 10, 2683, 113, 9, 7, true, true
21, 11, 2687, 117, 10, 7, true, true
23, 13, 2691, 121, 11, 7, true, true
25, 15, 2693, 116, 12, 9, true, true
26, 16, 2702, 120, 12, 10, true, true
28, 17, 2702, 113, 12, 11, true, true
29, 18, 2703, 113, 13, 11, true, true
30, 19, 2704, 103, 14, 11, true, true
32, 20, 2706, 93, 15, 12, true, true
35, 22, 2707, 94, 16, 15, true, true
37, 24, 2713, 100, 17, 17, true, true
40, 26, 2713, 99, 17, 20, true, true
41, 27, 2716, 101, 17, 20, true, true
42, 28, 2716, 99, 17, 22, true, true
44, 29, 2717, 100, 18, 23, true, true
46, 30, 2718, 99, 18, 22, true, true
47, 31, 2719, 99, 19, 22, true, true
48, 32, 2729, 97, 20, 21, true, true
50, 33, 2731, 97, 21, 22, true, true
54, 36, 2732, 98, 22, 24, true, true
56, 37, 2736, 101, 22, 24, true, true
59, 39, 2738, 102, 23, 23, true, true
60, 40, 2740, 98, 23, 22, true, true
62, 41, 2776, 133, 24, 19, true, true
63, 42, 2776, 123, 23, 21, true, true
65, 43, 2779, 126, 24, 22, true, true
66, 44, 2780, 125, 25, 22, true, true
69, 46, 2780, 122, 23, 25, true, true
70, 47, 2781, 123, 24, 23, true, true
72, 48, 2787, 125, 25, 23, true, true
78, 51, 2806, 144, 26, 26, true, true
80, 52, 2806, 138, 25, 26, true, true
86, 55, 2807, 138, 26, 27, true, true
88, 56, 2811, 140, 26, 24, true, true
89, 57, 2812, 140, 27, 23, true, true
94, 59, 2813, 141, 28, 22, true, true
95, 60, 2813, 140, 27, 23, true, true
97, 62, 2821, 139, 28, 23, true, true
102, 64, 2821, 138, 27, 23, true, true
104, 65, 2840, 156, 28, 24, true, true
105, 66, 2841, 157, 29, 23, true, true
108, 68, 2845, 161, 30, 25, true, true
110, 69, 2907, 209, 30, 25, true, true
111, 70, 2909, 211, 31, 24, true, true
113, 71, 2909, 210, 30, 25, true, true
116, 72, 2909, 204, 29, 26, true, true
125, 77, 2909, 203, 28, 34, true, true
128, 79, 2909, 201, 27, 35, true, true
129, 80, 2912, 198, 27, 35, true, true
135, 84, 2922, 206, 28, 37, true, true
137, 85, 2922, 204, 27, 37, true, true
140, 87, 2925, 206, 28, 35, true, true
143, 89, 2928, 209, 29, 35, true, true
147, 90, 2928, 208, 28, 37, true, true
148, 91, 2930, 208, 29, 36, true, true
150, 92, 2931, 209, 30, 33, true, true
152, 93, 2973, 245, 31, 33, true, true
155, 94, 2973, 244, 30, 34, true, true
158, 96, 2973, 243, 30, 34, true, true
160, 97, 2974, 244, 31, 34, true, true
165, 100, 2976, 239, 32, 31, true, true
171, 102, 2980, 243, 33, 29, true, true
178, 105, 2981, 244, 34, 28, true, true
194, 111, 2981, 243, 33, 31, true, true
196, 112, 2981, 242, 32, 32, true, true
198, 113, 2981, 241, 31, 33, true, true
202, 115, 2983, 242, 32, 33, true, true
206, 118, 2984, 243, 33, 33, true, true
209, 119, 2984, 242, 32, 34, true, true
212, 121, 2985, 242, 32, 35, true, true
214, 122, 2985, 234, 31, 35, true, true
233, 129, 2988, 237, 32, 38, true, true
236, 130, 2991, 239, 33, 38, true, true
242, 133, 2991, 237, 31, 41, true, true
244, 134, 2992, 237, 32, 40, true, true
249, 136, 2997, 242, 33, 36, true, true
252, 137, 2998, 243, 34, 35, true, true
266, 142, 2998, 241, 34, 37, true, true
269, 143, 2998, 239, 34, 37, true, true
270, 144, 2999, 240, 35, 34, true, true
273, 145, 3000, 182, 36, 34, true, true
275, 146, 3002, 183, 37, 31, true, true
277, 147, 3002, 180, 36, 31, true, true
279, 148, 3007, 185, 37, 29, true, true
283, 149, 3014, 186, 38, 29, true, true
290, 151, 3014, 185, 37, 31, true, true
301, 154, 3014, 181, 36, 32, true, true
306, 156, 3016, 182, 37, 31, true, true
315, 158, 3016, 154, 37, 31, true, true
321, 160, 3016, 153, 36, 32, true, true
328, 163, 3017, 153, 36, 32, true, true
350, 168, 3022, 151, 35, 32, true, true
356, 170, 3022, 150, 35, 33, true, true
361, 172, 3023, 151, 36, 30, true, true
363, 173, 3024, 152, 37, 27, true, true
375, 176, 3024, 119, 36, 29, true, true
378, 177, 3039, 134, 37, 29, true, true
386, 179, 3041, 136, 38, 28, true, true
395, 182, 3042, 136, 38, 29, true, true
413, 186, 3042, 134, 37, 31, true, true
417, 187, 3042, 132, 37, 32, true, true
430, 191, 3042, 131, 36, 32, true, true
436, 193, 3044, 132, 37, 33, true, true
469, 201, 3048, 133, 37, 36, true, true
482, 205, 3050, 134, 37, 35, true, true
511, 211, 3050, 133, 37, 37, true, true
523, 215, 3051, 134, 38, 40, true, true
538, 218, 3054, 136, 39, 37, true, true
558, 223, 3054, 135, 38, 38, true, true
563, 224, 3055, 130, 38, 37, true, true
572, 227, 3055, 128, 36, 37, true, true
592, 233, 3056, 129, 37, 36, true, true
605, 236, 3059, 132, 38, 35, true, true
613, 238, 3059, 131, 38, 35, true, true
619, 239, 3060, 132, 39, 34, true, true
623, 240, 3062, 133, 40, 33, true, true
631, 242, 3062, 132, 39, 33, true, true
654, 247, 3062, 128, 38, 37, true, true
664, 249, 3075, 116, 39, 37, true, true
682, 254, 3075, 114, 38, 37, true, true
697, 258, 3077, 116, 39, 38, true, true
715, 262, 3079, 117, 40, 40, true, true
718, 263, 3079, 116, 39, 40, true, true
725, 265, 3079, 115, 38, 40, true, true
749, 269, 3079, 114, 37, 40, true, true
786, 281, 3080, 115, 38, 43, true, true
801, 284, 3094, 126, 37, 43, true, true
830, 290, 3095, 127, 38, 41, true, true
851, 297, 3096, 128, 39, 40, true, true
863, 300, 3107, 132, 39, 40, true, true
886, 305, 3107, 131, 38, 43, true, true
917, 312, 3107, 128, 38, 48, true, true
937, 319, 3107, 127, 37, 49, true, true
967, 327, 3107, 122, 37, 53, true, true
974, 329, 3113, 128, 38, 53, true, true
1001, 338, 3114, 128, 38, 55, true, true
1039, 350, 3116, 130, 39, 58, true, true
1052, 352, 3122, 135, 40, 57, true, true
1055, 353, 3124, 136, 41, 55, true, true
1074, 360, 3126, 123, 41, 53, true, true
1077, 361, 3131, 128, 42, 52, true, true
