time, #execs, #covered, #singletons, #sglt_clusts, #foundnew, done, update?
3, 1, 1063, 1063, 1, 1, true, true
4, 2, 1073, 11, 2, 2, true, true
5, 3, 1078, 11, 3, 3, true, true
5, 4, 1080, 10, 4, 4, true, true
6, 5, 1083, 12, 5, 2, true, true
7, 6, 1083, 9, 4, 4, true, true
7, 7, 1084, 9, 5, 3, true, true
9, 9, 1084, 8, 4, 4, true, true
10, 11, 1085, 6, 3, 3, true, true
11, 12, 1085, 2, 1, 4, true, true
13, 16, 1088, 4, 2, 1, true, true
16, 20, 1088, 2, 2, 4, true, true
19, 25, 1089, 3, 3, 3, true, true
23, 32, 1089, 2, 2, 5, true, true
25, 35, 1089, 1, 1, 5, true, true
27, 37, 1090, 2, 2, 5, true, true
27, 38, 1091, 3, 3, 3, true, true
28, 39, 1091, 2, 2, 3, true, true
36, 52, 1103, 14, 3, 6, true, true
52, 63, 1104, 15, 4, 9, true, true
59, 73, 1105, 16, 5, 8, true, true
64, 80, 1106, 17, 6, 8, true, true
68, 87, 1106, 16, 5, 9, true, true
72, 94, 1107, 17, 6, 8, true, true
78, 101, 1108, 18, 7, 7, true, true
83, 106, 1108, 17, 6, 8, true, true
87, 110, 1108, 15, 4, 8, true, true
99, 121, 1110, 17, 5, 3, true, true
108, 130, 1110, 16, 5, 4, true, true
122, 147, 1111, 6, 6, 5, true, true
128, 151, 1111, 5, 5, 5, true, true
171, 203, 1111, 4, 4, 8, true, true
183, 208, 5423, 4314, 3, 3, true, true
279, 235, 5423, 4305, 3, 3, true, true
291, 250, 5423, 4304, 3, 3, true, true
316, 280, 5423, 4300, 3, 4, true, true
320, 284, 5424, 4301, 4, 1, true, true
352, 322, 5424, 4300, 3, 2, true, true
376, 347, 5425, 4301, 4, 1, true, true
400, 375, 5425, 4300, 4, 2, true, true
431, 410, 5425, 4299, 3, 2, true, true
489, 479, 5425, 4291, 3, 3, true, true
589, 614, 5426, 4292, 4, 6, true, true
645, 702, 5428, 4294, 5, 7, true, true
740, 845, 5428, 4292, 4, 8, true, true
852, 1025, 5429, 4293, 5, 11, true, true
879, 1068, 5429, 4290, 5, 11, true, true
926, 1116, 5528, 214, 6, 11, true, true
930, 1118, 5529, 215, 7, 9, true, true
1070, 1303, 5530, 216, 8, 14, true, true
1106, 1340, 5531, 217, 9, 9, true, true
1125, 1355, 5531, 216, 8, 9, true, true
1129, 1357, 5534, 219, 9, 8, true, true
1147, 1369, 5534, 218, 8, 8, true, true
1172, 1395, 5534, 217, 7, 10, true, true
1582, 1756, 5536, 219, 8, 16, true, true
1647, 1817, 5536, 218, 7, 16, true, true
1779, 1946, 5946, 618, 7, 16, true, true
1985, 2139, 5948, 614, 8, 17, true, true
2117, 2275, 5949, 614, 9, 17, true, true
2132, 2287, 5953, 618, 10, 16, true, true
2289, 2444, 5954, 619, 11, 17, true, true
2310, 2462, 5956, 621, 12, 11, true, true
2323, 2470, 5956, 619, 11, 11, true, true
2632, 2741, 5957, 620, 12, 11, true, true
2757, 2777, 6095, 680, 13, 10, true, true
2892, 2919, 6098, 683, 14, 9, true, true
2900, 2921, 6098, 285, 14, 9, true, true
2962, 2978, 6099, 286, 15, 7, true, true
3000, 3013, 6100, 287, 16, 7, true, true
3105, 3092, 6100, 286, 16, 7, true, true
3221, 3182, 6102, 288, 17, 5, true, true
3623, 3474, 6102, 287, 16, 6, true, true
3876, 3646, 6103, 288, 17, 8, true, true
4189, 3870, 6112, 285, 18, 7, true, true
4495, 4042, 6112, 284, 17, 8, true, true
4716, 4206, 6112, 283, 17, 8, true, true
4818, 4270, 6112, 282, 17, 8, true, true
4996, 4402, 6112, 277, 16, 9, true, true
5562, 4783, 6112, 276, 15, 10, true, true
6168, 5234, 6117, 281, 16, 11, true, true
6726, 5625, 6120, 284, 17, 13, true, true
7151, 5980, 6120, 281, 17, 14, true, true
7599, 6411, 6121, 280, 18, 13, true, true
8261, 6955, 6122, 281, 19, 17, true, true
8484, 7167, 6125, 284, 20, 16, true, true
8511, 7192, 6125, 278, 20, 16, true, true
8764, 7409, 6126, 279, 21, 15, true, true
9029, 7646, 6126, 278, 21, 15, true, true
9071, 7683, 6126, 277, 20, 15, true, true
9317, 7823, 6217, 348, 21, 14, true, true
9587, 8044, 6217, 347, 20, 16, true, true
10428, 8759, 6221, 351, 21, 21, true, true
10877, 9096, 6221, 349, 21, 24, true, true
11144, 9334, 6221, 347, 19, 24, true, true
11334, 9472, 6221, 344, 18, 26, true, true
11681, 9728, 6221, 342, 18, 27, true, true
12048, 10020, 6222, 343, 19, 25, true, true
12191, 10134, 6224, 345, 20, 23, true, true
12295, 10195, 6224, 208, 20, 23, true, true
12302, 10196, 6224, 207, 20, 23, true, true
12628, 10363, 6225, 207, 21, 22, true, true
13242, 10747, 6237, 219, 22, 21, true, true
13920, 11120, 6238, 220, 23, 19, true, true
14064, 11207, 6239, 219, 23, 19, true, true
14310, 11352, 6239, 217, 22, 19, true, true
14457, 11430, 6239, 216, 21, 19, true, true
16076, 12243, 6239, 215, 20, 22, true, true
16898, 12699, 6239, 133, 19, 23, true, true
17382, 12912, 6241, 135, 20, 22, true, true
18350, 13440, 6242, 136, 21, 23, true, true
18517, 13515, 6244, 137, 22, 22, true, true
18921, 13696, 6248, 138, 22, 19, true, true
19857, 14126, 6248, 137, 22, 19, true, true
20183, 14237, 6249, 138, 23, 18, true, true
23371, 15699, 6253, 139, 22, 17, true, true
23504, 15773, 6254, 139, 23, 16, true, true
24222, 16136, 6257, 142, 24, 17, true, true
24829, 16458, 6277, 162, 25, 16, true, true
24914, 16502, 6277, 161, 24, 16, true, true
25519, 16742, 6281, 165, 25, 16, true, true
26173, 17056, 6284, 167, 26, 15, true, true
26914, 17399, 6284, 165, 26, 15, true, true
27022, 17444, 6284, 164, 25, 15, true, true
27505, 17652, 6284, 163, 24, 16, true, true
27686, 17718, 6284, 162, 23, 16, true, true
28543, 18038, 6285, 162, 23, 15, true, true
28741, 18116, 6287, 164, 24, 15, true, true
30353, 18720, 6288, 165, 25, 14, true, true
30821, 18909, 6288, 164, 24, 14, true, true
33894, 20144, 6290, 166, 25, 14, true, true
34865, 20505, 6290, 165, 24, 15, true, true
37115, 21524, 6290, 153, 23, 16, true, true
37709, 21723, 6292, 155, 24, 15, true, true
39110, 22301, 6296, 159, 25, 15, true, true
39387, 22395, 6296, 157, 24, 15, true, true
40602, 22960, 6298, 134, 25, 14, true, true
41327, 23248, 6300, 136, 26, 13, true, true
41580, 23361, 6308, 144, 27, 11, true, true
42552, 23792, 6308, 143, 26, 13, true, true
48250, 26240, 6308, 141, 26, 17, true, true
48294, 26261, 6311, 144, 27, 16, true, true
50927, 27383, 6312, 145, 28, 16, true, true
51761, 27804, 6312, 141, 27, 17, true, true
60056, 31594, 6312, 140, 26, 20, true, true
60527, 31821, 6316, 141, 26, 19, true, true
61219, 32106, 6316, 140, 25, 19, true, true
62971, 32814, 6316, 136, 24, 21, true, true
64400, 33427, 6316, 133, 23, 22, true, true
65129, 33728, 6316, 132, 22, 24, true, true
67974, 34989, 6366, 182, 23, 21, true, true
70367, 36121, 6381, 197, 24, 20, true, true
70609, 36250, 6382, 198, 25, 17, true, true
73599, 37760, 6382, 197, 24, 17, true, true
74785, 38310, 6383, 198, 25, 17, true, true
76087, 38964, 6385, 200, 26, 16, true, true
80106, 40840, 6409, 224, 27, 16, true, true
83469, 42694, 6409, 214, 27, 19, true, true
86532, 44374, 6464, 234, 27, 20, true, true
90856, 46887, 6468, 238, 28, 20, true, true
91837, 47481, 6469, 239, 29, 18, true, true
91942, 47536, 6469, 237, 29, 18, true, true
92618, 47952, 6474, 242, 30, 20, true, true
92790, 48050, 6474, 239, 30, 20, true, true
95457, 49483, 6475, 240, 31, 19, true, true
96413, 49909, 6475, 236, 30, 20, true, true
96435, 49911, 6475, 235, 29, 20, true, true
