time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
3, 1, 1, 1, 695, 695, 1, 695, 695, 1, 695.000000, 1.000000, 0.000000, 1.000000, 1.000000, 0, 1.000000, 0, 1, true
282, 2, 3, 1, 696, 2, 2, 695, 695, 1, 1.798590, 1.798590, 0.201410, 1.000000, 1.000000, 0, 1.000000, 0, 2, true
330, 3, 3, 2, 698, 3, 2, 697, 8, 2, 232.583333, 2.583333, 0.277778, 1.000000, 1.000000, 0, 1.000000, 0, 3, true
375, 5, 5, 2, 706, 4, 3, 693, 693, 1, 280.300000, 3.500000, 0.280000, 0.875000, 0.750000, 0, 1.000000, 1, 1, true
427, 6, 6, 3, 706, 2, 1, 691, 691, 1, 206.037473, 3.382227, 0.794076, 0.916667, 0.750000, 0, 1.000000, 1, 3, true
496, 7, 6, 3, 706, 0, 0, 697, 10, 2, 182.817471, 4.074483, 0.734713, 0.916667, 0.750000, 0, 1.000000, 1, 5, true
565, 13, 7, 3, 710, 0, 0, 698, 698, 1, 417.889400, 5.385951, 0.666667, 0.437037, 0.111111, 0, 1.000000, 1, 6, true
639, 16, 8, 4, 710, 0, 0, 696, 696, 1, 2103.856902, 8.398028, 0.623106, 0.599206, 0.111111, 0, 1.000000, 1, 12, true
730, 20, 17, 4, 762, 52, 1, 691, 691, 1, 71.963020, 5.892891, 0.391454, 0.406250, 0.125000, 0, 1.000000, 1, 18, true
818, 21, 20, 5, 779, 63, 2, 714, 714, 1, 822.698373, 9.785637, 0.737473, 0.525000, 0.125000, 0, 1.000000, 1, 17, true
928, 22, 25, 6, 780, 64, 3, 693, 693, 1, 754.173226, 9.803625, 0.711630, 0.604167, 0.125000, 0, 1.000000, 1, 17, true
1044, 23, 27, 6, 783, 42, 4, 727, 727, 1, 135.587009, 10.989368, 0.798537, 0.604167, 0.125000, 0, 1.000000, 1, 18, true
1161, 24, 29, 6, 783, 42, 4, 692, 692, 1, 38.211491, 11.487710, 0.827854, 0.604167, 0.125000, 0, 1.000000, 1, 20, true
1288, 25, 30, 6, 784, 43, 5, 693, 693, 1, 30.776620, 12.302133, 0.861918, 0.604167, 0.125000, 0, 1.000000, 1, 18, true
1426, 26, 36, 7, 786, 37, 6, 715, 715, 1, 602.523772, 12.138950, 0.739657, 0.660714, 0.125000, 0, 1.000000, 1, 15, true
1565, 27, 37, 8, 787, 34, 5, 720, 720, 1, 1005.002208, 14.008826, 0.836218, 0.703125, 0.125000, 0, 1.000000, 1, 16, true
1707, 28, 37, 8, 788, 35, 6, 725, 33, 2, 636.946404, 14.861362, 0.854835, 0.703125, 0.125000, 0, 1.000000, 1, 15, true
1858, 29, 39, 9, 788, 34, 5, 693, 693, 1, 1014.087016, 15.661564, 0.786388, 0.736111, 0.125000, 0, 1.000000, 1, 17, true
2018, 30, 41, 9, 789, 34, 6, 710, 710, 1, 1018.970334, 15.889091, 0.773470, 0.736111, 0.125000, 0, 1.000000, 1, 15, true
2189, 31, 44, 10, 789, 33, 5, 710, 710, 1, 997.611506, 16.132809, 0.807072, 0.762500, 0.125000, 0, 1.000000, 1, 17, true
2365, 32, 45, 10, 795, 38, 5, 725, 725, 1, 949.622403, 16.917374, 0.832105, 0.762500, 0.125000, 0, 1.000000, 1, 15, true
2535, 33, 47, 11, 799, 39, 6, 725, 725, 1, 1419.021719, 17.472125, 0.797892, 0.784091, 0.125000, 0, 1.000000, 1, 16, true
