time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
1, 1, 3066, 1, 93, 93, 1, 93, 93, 1, 0.525526, 0.500138, 0.999724, 1.000000, 1.000000, 0, 1.000000, 210, 1, true
42, 2, 3066, 2, 409, 322, 2, 409, 322, 2, 1.464795, 1.000662, 0.999338, 1.000000, 1.000000, 0, 1.000000, 210, 2, true
50, 5, 3067, 5, 804, 434, 5, 709, 709, 1, 5.721103, 2.503651, 0.998540, 1.000000, 1.000000, 0, 1.000000, 210, 4, true
55, 7, 3067, 7, 956, 399, 6, 894, 426, 3, 9.350595, 3.507003, 0.997999, 1.000000, 1.000000, 0, 1.000000, 210, 7, true
64, 8, 3068, 8, 963, 257, 7, 598, 598, 1, 11.991412, 4.009126, 0.997718, 1.000000, 1.000000, 0, 1.000000, 210, 7, true
68, 12, 3068, 12, 1142, 263, 11, 1045, 393, 5, 20.124468, 6.017885, 0.997019, 1.000000, 1.000000, 0, 1.000000, 210, 11, true
72, 17, 3068, 17, 1283, 297, 14, 1216, 424, 9, 36.337790, 8.532810, 0.996140, 1.000000, 1.000000, 0, 1.000000, 210, 13, true
76, 18, 3068, 18, 1456, 466, 15, 1390, 546, 10, 43.818867, 9.038703, 0.995700, 1.000000, 1.000000, 0, 1.000000, 210, 13, true
80, 20, 3068, 20, 1556, 507, 17, 1494, 528, 12, 55.400659, 10.048462, 0.995154, 1.000000, 1.000000, 0, 1.000000, 210, 14, true
85, 21, 3069, 21, 1557, 508, 18, 226, 226, 1, 54.996078, 10.551836, 0.995063, 1.000000, 1.000000, 0, 1.000000, 210, 15, true
90, 26, 3070, 26, 1601, 504, 22, 229, 98, 3, 74.818412, 13.077689, 0.994024, 1.000000, 1.000000, 0, 1.000000, 210, 19, true
95, 30, 3070, 30, 1650, 435, 24, 774, 484, 7, 103.336468, 15.104242, 0.993051, 1.000000, 1.000000, 0, 1.000000, 210, 23, true
101, 34, 3070, 34, 1656, 441, 25, 780, 485, 7, 113.418600, 17.129927, 0.992357, 1.000000, 1.000000, 0, 1.000000, 210, 29, true
107, 39, 3070, 39, 1668, 436, 27, 986, 365, 11, 155.332938, 19.672570, 0.991150, 1.000000, 1.000000, 0, 1.000000, 210, 34, true
117, 41, 3072, 41, 1677, 432, 29, 204, 204, 1, 159.614203, 20.682380, 0.991103, 1.000000, 1.000000, 0, 1.000000, 210, 35, true
126, 45, 3073, 45, 1775, 458, 33, 128, 128, 1, 194.496404, 22.718348, 0.990296, 1.000000, 1.000000, 0, 1.000000, 210, 37, true
135, 48, 3074, 48, 1911, 594, 35, 182, 182, 1, 225.272085, 24.253169, 0.989451, 1.000000, 1.000000, 0, 1.000000, 210, 37, true
146, 51, 3075, 51, 1978, 511, 38, 716, 716, 1, 273.359303, 25.787961, 0.988707, 1.000000, 1.000000, 0, 1.000000, 210, 38, true
154, 53, 3076, 53, 2011, 516, 40, 578, 578, 1, 299.192660, 26.814468, 0.988133, 1.000000, 1.000000, 0, 1.000000, 210, 36, true
452, 57, 3078, 56, 2036, 464, 42, 578, 578, 1, 321.296934, 28.839026, 0.987839, 0.986607, 0.250000, 2965, 1.000000, 210, 36, true
475, 69, 3080, 68, 2068, 399, 47, 638, 523, 2, 479.066000, 35.012767, 0.984871, 0.988971, 0.250000, 2965, 1.000000, 210, 43, true
499, 84, 3081, 83, 2099, 363, 56, 1392, 655, 13, 687.205083, 42.747936, 0.981924, 0.990964, 0.250000, 2965, 1.000000, 210, 46, true
524, 103, 3082, 102, 2299, 502, 64, 781, 402, 3, 981.614689, 52.605209, 0.978271, 0.992647, 0.250000, 2965, 1.000000, 210, 59, true
554, 118, 3085, 116, 2309, 492, 67, 174, 174, 1, 1239.736270, 60.441570, 0.974861, 0.987069, 0.250000, 489, 1.000000, 210, 68, true
582, 135, 3088, 132, 2396, 389, 72, 649, 455, 3, 1646.812392, 69.387753, 0.970964, 0.982955, 0.250000, 1620, 1.000000, 210, 68, true
612, 148, 3091, 145, 2413, 394, 81, 599, 599, 1, 1982.975251, 76.294553, 0.967906, 0.984483, 0.250000, 1620, 1.000000, 210, 61, true
643, 168, 3094, 163, 2439, 361, 83, 203, 203, 1, 2420.682990, 86.877028, 0.964306, 0.981595, 0.250000, 1620, 1.000000, 210, 63, true
678, 199, 3096, 190, 2491, 355, 84, 595, 595, 1, 3121.272849, 103.309908, 0.959513, 0.976316, 0.250000, 1185, 1.000000, 210, 61, true
712, 222, 3098, 211, 2502, 337, 84, 584, 435, 3, 3727.999033, 115.646343, 0.955430, 0.975118, 0.250000, 1185, 1.000000, 210, 68, true
748, 264, 3101, 246, 2517, 258, 85, 1025, 426, 15, 4592.771197, 138.092808, 0.949213, 0.963415, 0.250000, 891, 1.000000, 210, 69, true
786, 295, 3102, 275, 2572, 301, 86, 693, 479, 7, 5807.150400, 155.231951, 0.942875, 0.967273, 0.250000, 891, 1.000000, 210, 48, true
860, 308, 3105, 286, 2576, 291, 84, 571, 571, 1, 6164.981665, 162.332773, 0.940882, 0.965909, 0.250000, 891, 1.000000, 210, 49, true
904, 340, 3107, 314, 2592, 297, 85, 204, 61, 2, 7327.611598, 180.097321, 0.935087, 0.966401, 0.200000, 2965, 1.000000, 210, 46, true
951, 361, 3107, 334, 2599, 277, 84, 1231, 216, 15, 8498.789142, 191.914539, 0.931073, 0.966168, 0.200000, 2965, 1.000000, 210, 41, true
999, 412, 3109, 380, 2612, 242, 86, 954, 277, 5, 10805.149969, 220.780503, 0.922492, 0.970263, 0.200000, 2965, 1.000000, 210, 30, true
1049, 459, 3110, 409, 2616, 218, 77, 1179, 553, 7, 12497.368270, 246.807460, 0.916574, 0.961980, 0.200000, 2965, 1.000000, 210, 38, true
1102, 511, 3110, 439, 2625, 212, 75, 1653, 407, 30, 14280.093373, 276.159041, 0.910045, 0.959643, 0.200000, 2110, 1.000000, 210, 33, true
1159, 549, 3113, 464, 2628, 205, 71, 1323, 427, 15, 15893.370259, 297.735128, 0.904557, 0.955388, 0.200000, 893, 1.000000, 210, 38, true
1217, 606, 3116, 505, 2635, 196, 71, 1501, 480, 15, 18858.044101, 330.709119, 0.896121, 0.953069, 0.200000, 893, 1.000000, 210, 54, true
1278, 660, 3116, 540, 2641, 159, 69, 2133, 519, 29, 21450.574377, 362.200681, 0.888252, 0.951019, 0.200000, 893, 1.000000, 210, 63, true
1344, 707, 3120, 578, 2644, 154, 69, 720, 533, 3, 24899.252997, 390.628433, 0.880070, 0.951932, 0.200000, 893, 1.000000, 210, 67, true
1415, 771, 3124, 617, 2658, 136, 67, 149, 149, 1, 28264.010287, 428.970957, 0.871426, 0.952998, 0.166667, 1044, 1.000000, 210, 59, true
1488, 851, 3125, 648, 2665, 111, 58, 1749, 303, 36, 32068.342188, 474.788930, 0.863787, 0.942207, 0.166667, 1044, 1.000000, 210, 66, true
