time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
0, 1, 1, 1, 51, 51, 1, 51, 51, 1, 51.000000, 1.000000, 0.000000, 1.000000, 1.000000, 0, 1.000000, 0, 0, true
1, 2, 1, 1, 51, 0, 0, 51, 0, 0, 0.500000, 0.500000, 0.000000, 0.250000, 0.250000, 0, 0.250000, 0, 1, true
2, 7, 2, 1, 59, 0, 0, 59, 8, 1, 1.214165, 1.214165, 0.160305, 0.111111, 0.111111, 0, 0.111111, 0, 1, true
541, 12, 3, 1, 60, 1, 1, 51, 51, 1, 4.641975, 4.641975, 0.728395, 0.083333, 0.083333, 0, 0.083333, 0, 0, true
605, 86, 4, 2, 63, 3, 1, 51, 51, 1, 1689.378721, 43.387110, 0.234783, 0.505882, 0.011765, 0, 1.000000, 2, 0, true
636, 317, 4, 2, 63, 0, 0, 63, 0, 0, 29.706965, 29.706965, 0.150579, 0.021689, 0.003378, 0, 0.040000, 2, 0, true
668, 594, 4, 2, 63, 0, 0, 63, 0, 0, 51.991634, 51.991634, 0.150579, 0.014408, 0.001789, 0, 0.027027, 2, 87, true
760, 745, 6, 2, 75, 12, 1, 51, 51, 1, 176.429246, 146.141661, 0.371537, 0.021993, 0.001433, 0, 0.042553, 2, 236, true
820, 747, 7, 3, 75, 12, 1, 51, 51, 1, 1812.428013, 175.145310, 0.362953, 0.347700, 0.001433, 0, 1.000000, 4, 237, true
908, 748, 7, 4, 75, 12, 1, 51, 0, 0, 3795.979878, 232.209703, 0.410574, 0.510775, 0.001433, 0, 1.000000, 4, 238, true
1021, 1010, 9, 4, 80, 2, 1, 62, 62, 1, 278.972732, 263.270445, 0.507573, 0.042757, 0.002296, 0, 0.083333, 4, 438, true
1073, 1011, 10, 5, 80, 2, 1, 51, 51, 1, 7675.276909, 371.865935, 0.435484, 0.234205, 0.002296, 0, 1.000000, 7, 439, true
1138, 1012, 11, 6, 80, 2, 1, 51, 51, 1, 11947.758648, 434.394986, 0.393326, 0.361838, 0.002296, 0, 1.000000, 7, 440, true
1267, 1013, 11, 7, 80, 2, 1, 51, 0, 0, 18027.013492, 545.997847, 0.378716, 0.453004, 0.002296, 0, 1.000000, 7, 441, true
