time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
3, 1, 307, 1, 788, 788, 1, 788, 788, 1, 5.140987, 0.502947, 0.994107, 1.000000, 1.000000, 0, 1.000000, 155, 1, true
14, 2, 308, 2, 961, 225, 2, 909, 909, 1, 15.408208, 1.008243, 0.991757, 1.000000, 1.000000, 0, 1.000000, 155, 1, true
27, 3, 309, 3, 1711, 932, 3, 1410, 1410, 1, 34.282781, 1.514125, 0.990583, 1.000000, 1.000000, 0, 1.000000, 155, 2, true
39, 4, 310, 3, 1711, 883, 2, 788, 788, 1, 17.345239, 2.004349, 0.994306, 0.750000, 0.250000, 155, 1.000000, 306, 4, true
41, 5, 310, 4, 1732, 853, 3, 883, 263, 2, 42.776969, 2.520171, 0.988400, 0.812500, 0.250000, 155, 1.000000, 306, 5, true
54, 6, 311, 5, 2695, 1361, 4, 2227, 2227, 1, 110.638329, 3.030314, 0.986372, 0.850000, 0.250000, 155, 1.000000, 306, 6, true
68, 7, 312, 6, 2708, 1366, 5, 642, 642, 1, 90.719503, 3.534141, 0.986730, 0.875000, 0.250000, 155, 1.000000, 306, 7, true
73, 8, 313, 7, 2737, 1386, 6, 716, 716, 1, 111.301112, 4.043654, 0.985575, 0.892857, 0.250000, 155, 1.000000, 306, 8, true
80, 9, 314, 8, 2984, 1258, 7, 1676, 1676, 1, 133.230940, 4.546923, 0.986059, 0.906250, 0.250000, 155, 1.000000, 306, 8, true
93, 10, 315, 9, 2989, 1255, 8, 702, 702, 1, 157.506648, 5.063800, 0.983715, 0.916667, 0.250000, 155, 1.000000, 306, 9, true
102, 13, 316, 11, 3241, 823, 9, 1676, 1676, 1, 214.870292, 6.581802, 0.983063, 0.863636, 0.250000, 155, 1.000000, 306, 12, true
108, 15, 317, 13, 3276, 849, 11, 875, 875, 1, 302.463246, 7.625685, 0.978878, 0.884615, 0.250000, 155, 1.000000, 306, 14, true
114, 17, 319, 15, 3286, 828, 13, 796, 796, 1, 403.585987, 8.675071, 0.971812, 0.900000, 0.250000, 155, 1.000000, 306, 16, true
123, 19, 321, 17, 3376, 871, 15, 914, 914, 1, 545.423600, 9.741245, 0.967040, 0.911765, 0.250000, 155, 1.000000, 306, 18, true
130, 20, 322, 17, 3389, 525, 16, 2192, 2192, 1, 410.955771, 10.217712, 0.970699, 0.911765, 0.250000, 155, 1.000000, 306, 19, true
