time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
1, 1, 3066, 1, 189, 189, 1, 189, 189, 1, 0.620781, 0.500320, 0.999359, 1.000000, 1.000000, 0, 1.000000, 2005, 1, true
39, 2, 3066, 2, 630, 475, 2, 630, 475, 2, 1.974601, 1.000994, 0.999006, 1.000000, 1.000000, 0, 1.000000, 2005, 2, true
42, 3, 3067, 3, 643, 474, 3, 141, 141, 1, 2.273315, 1.501547, 0.998969, 1.000000, 1.000000, 0, 1.000000, 2005, 3, true
45, 4, 3067, 4, 684, 119, 4, 619, 501, 2, 4.680812, 2.002940, 0.998530, 1.000000, 1.000000, 0, 1.000000, 2005, 4, true
51, 5, 3068, 5, 685, 99, 5, 149, 149, 1, 4.885114, 2.503903, 0.998439, 1.000000, 1.000000, 0, 1.000000, 2005, 5, true
54, 7, 3068, 7, 704, 69, 7, 641, 512, 3, 9.675945, 3.507273, 0.997922, 1.000000, 1.000000, 0, 1.000000, 2005, 6, true
60, 8, 3069, 8, 718, 82, 8, 210, 210, 1, 9.523685, 4.008464, 0.997884, 1.000000, 1.000000, 0, 1.000000, 2005, 6, true
68, 10, 3070, 10, 894, 109, 10, 605, 605, 1, 17.212512, 5.013935, 0.997213, 1.000000, 1.000000, 0, 1.000000, 2005, 8, true
72, 15, 3070, 15, 1134, 335, 12, 900, 552, 6, 25.333531, 7.525040, 0.996661, 1.000000, 1.000000, 0, 1.000000, 2005, 13, true
76, 18, 3070, 18, 1280, 331, 14, 1062, 306, 9, 42.477453, 9.039533, 0.995607, 1.000000, 1.000000, 0, 1.000000, 2005, 16, true
81, 19, 3071, 19, 1286, 336, 15, 154, 154, 1, 39.678573, 9.539295, 0.995864, 1.000000, 1.000000, 0, 1.000000, 2005, 15, true
90, 22, 3072, 22, 1409, 429, 18, 647, 647, 1, 57.342299, 11.055284, 0.994974, 1.000000, 1.000000, 0, 1.000000, 2005, 16, true
96, 24, 3073, 24, 1546, 552, 19, 170, 170, 1, 62.145885, 12.065106, 0.994574, 1.000000, 1.000000, 0, 1.000000, 2005, 19, true
107, 27, 3074, 27, 1626, 558, 22, 612, 612, 1, 90.343195, 13.586561, 0.993588, 1.000000, 1.000000, 0, 1.000000, 2005, 20, true
114, 28, 3075, 28, 1626, 558, 22, 189, 189, 1, 88.845790, 14.091513, 0.993463, 1.000000, 1.000000, 0, 1.000000, 2005, 22, true
121, 31, 3076, 31, 1670, 591, 24, 656, 537, 2, 115.652431, 15.614672, 0.992602, 1.000000, 1.000000, 0, 1.000000, 2005, 21, true
132, 36, 3077, 36, 1728, 531, 27, 252, 252, 1, 148.461531, 18.152628, 0.991521, 1.000000, 1.000000, 0, 1.000000, 2005, 23, true
139, 43, 3078, 42, 1734, 524, 29, 187, 58, 3, 176.628278, 21.701199, 0.990642, 1.000000, 1.000000, 0, 1.000000, 2005, 27, true
148, 48, 3080, 47, 1804, 418, 33, 566, 566, 1, 218.900593, 24.246756, 0.989718, 1.000000, 1.000000, 0, 1.000000, 2005, 32, true
156, 51, 3081, 49, 1809, 418, 32, 606, 491, 2, 228.967683, 25.767293, 0.989518, 1.000000, 1.000000, 0, 1.000000, 2005, 35, true
165, 53, 3082, 51, 1817, 417, 34, 587, 587, 1, 266.676682, 26.802175, 0.988597, 1.000000, 1.000000, 0, 1.000000, 2005, 36, true
174, 61, 3083, 58, 1825, 408, 34, 664, 452, 7, 296.763896, 30.867762, 0.987588, 0.987069, 0.250000, 2629, 1.000000, 2005, 44, true
187, 69, 3084, 64, 1843, 396, 37, 186, 186, 1, 340.064152, 34.948827, 0.986290, 0.976562, 0.250000, 446, 1.000000, 2005, 42, true
198, 78, 3084, 73, 1921, 331, 40, 918, 221, 9, 446.461325, 39.576988, 0.984503, 0.979452, 0.250000, 446, 1.000000, 2005, 48, true
209, 81, 3085, 75, 1932, 291, 41, 134, 134, 1, 445.962846, 41.101962, 0.984433, 0.980000, 0.250000, 446, 1.000000, 2005, 51, true
220, 89, 3087, 83, 1960, 311, 45, 570, 407, 2, 539.128223, 45.231231, 0.982864, 0.981928, 0.250000, 446, 1.000000, 2005, 46, true
231, 97, 3088, 91, 2005, 331, 51, 913, 355, 7, 661.492750, 49.381202, 0.981125, 0.983516, 0.250000, 446, 1.000000, 2005, 47, true
244, 105, 3089, 98, 2022, 326, 53, 151, 151, 1, 753.803477, 53.515163, 0.979586, 0.977041, 0.250000, 446, 1.000000, 2005, 51, true
259, 115, 3090, 108, 2055, 351, 55, 675, 474, 4, 942.075748, 58.750353, 0.977175, 0.979167, 0.250000, 446, 1.000000, 2005, 57, true
275, 125, 3092, 117, 2075, 338, 58, 143, 143, 1, 1080.210371, 63.978336, 0.975256, 0.980769, 0.250000, 446, 1.000000, 2005, 59, true
293, 131, 3095, 122, 2089, 325, 61, 155, 155, 1, 1167.805141, 67.103720, 0.974055, 0.975410, 0.250000, 446, 1.000000, 2005, 60, true
312, 143, 3096, 133, 2111, 316, 64, 213, 213, 1, 1357.285800, 73.369857, 0.972027, 0.971805, 0.250000, 446, 1.000000, 2005, 60, true
329, 155, 3096, 143, 2203, 337, 64, 1284, 551, 11, 1542.306803, 79.648791, 0.969732, 0.963287, 0.250000, 446, 1.000000, 2005, 64, true
346, 164, 3097, 152, 2345, 435, 65, 1024, 520, 7, 1771.151694, 84.421377, 0.967924, 0.965461, 0.250000, 446, 1.000000, 2005, 58, true
365, 179, 3098, 167, 2368, 420, 69, 658, 460, 4, 2159.595340, 92.475205, 0.964199, 0.968563, 0.250000, 446, 1.000000, 2005, 63, true
384, 192, 3098, 176, 2385, 429, 70, 1292, 573, 14, 2274.213669, 99.233166, 0.962419, 0.954545, 0.250000, 446, 1.000000, 2005, 68, true
404, 199, 3101, 182, 2387, 426, 69, 768, 65, 2, 2486.528739, 102.944374, 0.961257, 0.953297, 0.250000, 446, 1.000000, 2005, 69, true
701, 212, 3104, 193, 2388, 406, 67, 449, 449, 1, 2691.478010, 109.804745, 0.959483, 0.950777, 0.250000, 446, 1.000000, 2005, 76, true
737, 247, 3105, 225, 2420, 408, 76, 626, 463, 2, 3627.457214, 128.624914, 0.952725, 0.947778, 0.250000, 446, 1.000000, 2005, 72, true
775, 287, 3106, 263, 2642, 528, 76, 1776, 697, 20, 4885.346633, 150.414224, 0.945753, 0.953422, 0.250000, 446, 1.000000, 2005, 61, true
814, 326, 3108, 299, 2695, 459, 76, 1187, 472, 14, 6126.625963, 171.966022, 0.938870, 0.959030, 0.250000, 446, 1.000000, 2005, 67, true
855, 380, 3108, 349, 2736, 442, 75, 1752, 478, 32, 8239.714513, 202.201233, 0.929182, 0.962751, 0.250000, 446, 1.000000, 2005, 61, true
898, 412, 3109, 380, 2753, 435, 77, 1043, 460, 6, 9841.961085, 220.418482, 0.923354, 0.965789, 0.250000, 446, 1.000000, 2005, 52, true
947, 443, 3112, 407, 2754, 425, 71, 730, 346, 2, 11499.346491, 238.356293, 0.916970, 0.966830, 0.250000, 446, 1.000000, 2005, 72, true
995, 477, 3116, 424, 2764, 418, 73, 874, 697, 5, 12522.538636, 257.200327, 0.913908, 0.964230, 0.250000, 446, 1.000000, 2005, 75, true
1045, 522, 3119, 457, 2775, 426, 76, 234, 63, 5, 14453.340350, 282.920750, 0.907553, 0.963713, 0.250000, 446, 1.000000, 2005, 76, true
1098, 573, 3121, 496, 2875, 500, 77, 1167, 368, 20, 16740.074293, 312.810602, 0.899288, 0.965054, 0.250000, 446, 1.000000, 2005, 78, true
1153, 623, 3123, 537, 2889, 480, 73, 1242, 429, 9, 20495.305156, 342.831627, 0.889962, 0.965922, 0.200000, 962, 1.000000, 2005, 79, true
1212, 667, 3127, 561, 2896, 467, 71, 1048, 527, 7, 22603.808943, 367.823170, 0.884629, 0.958170, 0.200000, 962, 1.000000, 2005, 79, true
1275, 701, 3132, 576, 2952, 272, 66, 150, 150, 1, 23925.463810, 387.294518, 0.881237, 0.955700, 0.200000, 962, 1.000000, 2005, 59, true
1339, 767, 3133, 624, 2956, 259, 67, 1646, 623, 25, 27852.589456, 427.428751, 0.870477, 0.956010, 0.166667, 3096, 1.000000, 2005, 67, true
1406, 845, 3133, 656, 2962, 235, 62, 2184, 405, 53, 32224.360365, 472.546758, 0.862649, 0.945706, 0.166667, 873, 1.000000, 2005, 64, true
1508, 891, 3140, 685, 2966, 225, 55, 1235, 539, 7, 35556.220534, 500.636974, 0.856613, 0.946448, 0.166667, 873, 1.000000, 2005, 57, true
1598, 936, 3143, 712, 2969, 226, 56, 940, 211, 9, 38772.462157, 528.464343, 0.850124, 0.945686, 0.166667, 88, 1.000000, 2005, 49, true
1678, 994, 3147, 744, 2972, 221, 59, 781, 452, 9, 43034.827028, 564.987335, 0.842263, 0.947699, 0.142857, 1185, 1.000000, 2005, 53, true
1784, 1089, 3153, 791, 2977, 219, 57, 736, 516, 8, 49310.930816, 624.385843, 0.830361, 0.945163, 0.142857, 88, 1.000000, 2005, 48, true
1875, 1173, 3155, 862, 2986, 217, 56, 1205, 373, 16, 61129.562022, 683.104625, 0.811466, 0.948152, 0.142857, 88, 1.000000, 2005, 39, true
1969, 1261, 3161, 903, 2988, 208, 52, 971, 512, 6, 67691.649338, 736.394128, 0.802838, 0.939394, 0.125000, 1185, 1.000000, 2005, 48, true
