time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
3, 1, 2, 1, 1392, 1392, 1, 1392, 1392, 1, 1177.923077, 0.923077, 0.153846, 1.000000, 1.000000, 0, 1.000000, 1, 1, true
5, 2, 2, 2, 1619, 919, 2, 1619, 919, 2, 2493.375000, 2.000000, 0.000000, 1.000000, 1.000000, 0, 1.000000, 1, 2, true
484, 3, 57, 2, 1775, 998, 3, 698, 698, 1, 926.027348, 2.866873, 0.088751, 1.000000, 1.000000, 0, 1.000000, 1, 3, true
650, 4, 65, 3, 1787, 799, 4, 931, 931, 1, 210.542908, 2.252886, 0.873557, 1.000000, 1.000000, 0, 1.000000, 1, 4, true
845, 5, 75, 3, 1788, 794, 4, 927, 927, 1, 296.014761, 2.877248, 0.849101, 1.000000, 1.000000, 0, 1.000000, 1, 5, true
989, 6, 79, 4, 1796, 798, 5, 651, 651, 1, 205.749703, 3.218238, 0.927254, 1.000000, 1.000000, 0, 1.000000, 1, 6, true
1162, 7, 88, 4, 1800, 793, 6, 652, 652, 1, 351.770502, 3.929205, 0.877370, 1.000000, 1.000000, 0, 1.000000, 1, 7, true
1310, 8, 91, 4, 1801, 794, 7, 650, 650, 1, 184.904910, 4.207908, 0.948023, 1.000000, 1.000000, 0, 1.000000, 1, 8, true
1413, 9, 98, 4, 1803, 646, 8, 700, 700, 1, 316.528054, 4.900543, 0.910991, 1.000000, 1.000000, 0, 1.000000, 1, 9, true
1584, 10, 104, 5, 1878, 716, 9, 907, 907, 1, 339.659122, 5.393432, 0.921314, 1.000000, 1.000000, 0, 1.000000, 1, 10, true
1725, 11, 124, 6, 1889, 720, 10, 630, 630, 1, 758.756917, 6.506429, 0.817013, 1.000000, 1.000000, 0, 1.000000, 1, 11, true
1881, 12, 128, 7, 1898, 717, 11, 942, 942, 1, 321.974782, 6.295081, 0.950820, 1.000000, 1.000000, 0, 1.000000, 1, 12, true
3082, 13, 144, 7, 1901, 717, 11, 934, 934, 1, 679.819749, 7.327298, 0.872723, 1.000000, 1.000000, 0, 1.000000, 1, 13, true
3286, 14, 146, 7, 1908, 659, 12, 894, 894, 1, 304.309782, 7.255246, 0.963536, 1.000000, 1.000000, 0, 1.000000, 1, 14, true
3647, 15, 150, 8, 1915, 662, 11, 706, 706, 1, 384.357717, 7.839788, 0.954695, 1.000000, 1.000000, 0, 1.000000, 1, 15, true
4734, 16, 155, 8, 1917, 664, 12, 936, 936, 1, 450.135266, 8.455472, 0.943066, 1.000000, 1.000000, 0, 1.000000, 1, 16, true
