time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
1, 1, 1, 1, 284, 284, 1, 284, 284, 1, 284.000000, 1.000000, 0.000000, 1.000000, 1.000000, 0, 1.000000, 0, 0, true
2, 2, 1, 1, 284, 0, 0, 284, 0, 0, 0.500000, 0.500000, 0.000000, 0.250000, 0.250000, 0, 0.250000, 0, 0, true
3, 3, 1, 1, 284, 0, 0, 284, 0, 0, 0.600000, 0.600000, 0.000000, 0.200000, 0.200000, 0, 0.200000, 0, 0, true
6, 7, 1, 1, 609, 325, 1, 609, 325, 1, 325.000000, 1.000000, 0.000000, 0.142857, 0.142857, 0, 0.142857, 0, 7, true
363, 8, 5, 1, 718, 130, 2, 696, 696, 1, 114.250000, 2.250000, 0.125000, 0.250000, 0.250000, 0, 0.250000, 0, 7, true
426, 9, 6, 2, 724, 13, 3, 707, 707, 1, 119.720383, 4.324166, 0.874813, 0.625000, 0.250000, 0, 1.000000, 1, 6, true
510, 10, 7, 2, 724, 9, 3, 711, 711, 1, 21.016949, 4.827207, 0.889280, 0.625000, 0.250000, 0, 1.000000, 1, 8, true
606, 11, 8, 3, 724, 5, 2, 707, 707, 1, 787.172500, 5.485000, 0.665227, 0.750000, 0.250000, 0, 1.000000, 1, 10, true
688, 12, 9, 4, 726, 5, 2, 604, 604, 1, 1443.121834, 6.540637, 0.606475, 0.812500, 0.250000, 0, 1.000000, 1, 11, true
769, 13, 10, 4, 726, 2, 1, 696, 696, 1, 1747.975265, 7.228775, 0.580530, 0.812500, 0.250000, 0, 1.000000, 1, 13, true
867, 14, 10, 5, 727, 2, 2, 720, 140, 2, 3497.729040, 9.381531, 0.459295, 0.850000, 0.250000, 0, 1.000000, 1, 14, true
965, 15, 10, 5, 730, 5, 3, 723, 34, 3, 3888.773644, 10.148172, 0.438840, 0.850000, 0.250000, 0, 1.000000, 1, 13, true
1055, 16, 13, 6, 730, 2, 2, 691, 691, 1, 3756.600607, 9.933594, 0.356145, 0.875000, 0.250000, 0, 1.000000, 1, 13, true
1164, 17, 13, 7, 732, 4, 3, 703, 19, 2, 2980.014102, 10.547497, 0.637850, 0.892857, 0.250000, 0, 1.000000, 1, 12, true
1273, 18, 14, 7, 733, 3, 3, 696, 696, 1, 3250.145075, 11.379070, 0.602581, 0.892857, 0.250000, 0, 1.000000, 1, 11, true
1381, 19, 15, 8, 733, 3, 3, 692, 692, 1, 5069.093752, 12.867993, 0.401094, 0.906250, 0.250000, 0, 1.000000, 1, 13, true
1494, 20, 15, 9, 733, 2, 2, 702, 16, 2, 4900.165434, 13.532503, 0.518295, 0.916667, 0.250000, 0, 1.000000, 1, 15, true
1630, 22, 16, 9, 734, 2, 2, 693, 693, 1, 3132.673039, 14.600541, 0.553652, 0.916667, 0.250000, 0, 1.000000, 1, 14, true
1762, 26, 19, 10, 743, 11, 3, 692, 692, 1, 4627.970177, 16.443124, 0.448743, 0.875000, 0.250000, 0, 1.000000, 1, 13, true
1881, 27, 22, 11, 748, 15, 4, 695, 695, 1, 4498.552530, 16.618879, 0.532802, 0.886364, 0.250000, 0, 1.000000, 1, 11, true
2019, 28, 22, 12, 749, 14, 5, 708, 22, 2, 4656.871763, 17.872377, 0.626212, 0.895833, 0.250000, 0, 1.000000, 1, 11, true
2158, 37, 23, 14, 753, 12, 6, 718, 33, 2, 3818.620167, 22.852122, 0.476688, 0.789116, 0.250000, 0, 1.000000, 6, 19, true
2270, 38, 25, 15, 753, 9, 5, 695, 695, 1, 2629.650042, 21.950097, 0.529401, 0.803175, 0.250000, 0, 1.000000, 6, 20, true
2400, 39, 25, 16, 754, 10, 6, 707, 21, 2, 4203.382418, 24.053894, 0.504388, 0.815476, 0.250000, 0, 1.000000, 6, 17, true
2642, 42, 27, 17, 825, 78, 8, 723, 140, 2, 4209.143411, 26.016913, 0.541226, 0.838235, 0.250000, 0, 1.000000, 6, 15, true
2779, 50, 27, 17, 826, 74, 5, 748, 27, 10, 3387.257100, 27.214975, 0.469221, 0.743137, 0.200000, 2, 1.000000, 6, 17, true
3022, 56, 29, 18, 827, 73, 4, 703, 703, 1, 5012.086062, 31.161833, 0.436723, 0.747222, 0.200000, 2, 1.000000, 6, 22, true
3279, 67, 33, 18, 829, 72, 3, 709, 709, 1, 3221.561174, 35.913442, 0.524638, 0.716667, 0.200000, 23, 1.000000, 6, 21, true
3543, 69, 34, 20, 831, 74, 5, 707, 19, 2, 7713.429966, 40.573363, 0.502302, 0.745000, 0.200000, 23, 1.000000, 6, 13, true
3816, 78, 36, 21, 832, 73, 4, 696, 7, 2, 7966.758607, 44.966472, 0.505399, 0.718185, 0.166667, 2, 1.000000, 4, 16, true
4106, 110, 39, 22, 837, 3, 3, 699, 699, 1, 3783.383962, 54.650442, 0.450632, 0.589148, 0.111111, 23, 1.000000, 4, 37, true
4374, 121, 41, 24, 841, 7, 5, 691, 691, 1, 5067.592672, 58.779153, 0.477308, 0.589024, 0.100000, 23, 1.000000, 4, 43, true
4652, 138, 43, 25, 844, 6, 4, 696, 696, 1, 4998.284770, 66.399988, 0.481061, 0.552638, 0.111111, 23, 1.000000, 4, 42, true
4941, 141, 44, 27, 848, 8, 5, 698, 698, 1, 13481.286625, 74.619204, 0.391121, 0.589479, 0.111111, 23, 1.000000, 4, 43, true
5245, 173, 46, 29, 850, 7, 4, 699, 11, 2, 19705.155314, 88.308816, 0.396747, 0.525308, 0.076923, 23, 1.000000, 12, 53, true
5571, 189, 51, 30, 878, 8, 3, 692, 692, 1, 11437.890405, 93.915034, 0.491141, 0.517958, 0.066667, 23, 1.000000, 12, 63, true
5901, 199, 56, 31, 897, 24, 3, 697, 697, 1, 9526.208510, 92.957801, 0.446773, 0.535586, 0.066667, 23, 1.000000, 12, 55, true
6250, 201, 58, 32, 897, 24, 3, 695, 695, 1, 8566.289410, 99.212787, 0.507271, 0.550099, 0.066667, 23, 1.000000, 12, 56, true
6645, 203, 62, 34, 901, 24, 5, 693, 693, 1, 14588.771211, 104.182083, 0.470762, 0.576564, 0.066667, 23, 1.000000, 12, 47, true
7057, 205, 62, 35, 902, 23, 6, 703, 11, 3, 15851.946172, 109.806355, 0.516220, 0.588662, 0.066667, 23, 1.000000, 12, 43, true
7490, 211, 66, 37, 924, 36, 6, 694, 694, 1, 21157.465000, 116.276781, 0.476321, 0.610896, 0.066667, 23, 1.000000, 12, 33, true
7966, 220, 71, 38, 926, 10, 6, 693, 693, 1, 14702.639302, 114.705014, 0.485649, 0.594089, 0.066667, 23, 1.000000, 12, 30, true
8440, 223, 74, 39, 926, 10, 6, 724, 724, 1, 15306.345631, 118.113247, 0.512313, 0.600102, 0.066667, 23, 1.000000, 12, 30, true
8968, 247, 78, 41, 927, 9, 5, 740, 33, 7, 11603.021868, 132.331480, 0.561490, 0.621692, 0.066667, 23, 1.000000, 12, 39, true
9489, 280, 83, 43, 930, 5, 3, 704, 122, 2, 17490.348296, 152.245535, 0.513175, 0.592402, 0.066667, 23, 1.000000, 12, 43, true
10189, 283, 90, 46, 930, 5, 3, 695, 695, 1, 19508.646147, 153.528607, 0.538748, 0.618984, 0.066667, 23, 1.000000, 12, 45, true
10915, 286, 94, 48, 930, 5, 3, 693, 693, 1, 21124.692774, 157.695015, 0.531082, 0.634860, 0.066667, 23, 1.000000, 12, 47, true
11662, 297, 97, 51, 931, 6, 4, 697, 697, 1, 28486.814070, 166.363744, 0.485433, 0.644871, 0.062500, 23, 1.000000, 12, 43, true
12246, 333, 102, 54, 931, 4, 3, 814, 82, 9, 29922.717891, 185.825691, 0.521121, 0.637626, 0.055556, 23, 1.000000, 12, 67, true
13094, 340, 104, 55, 933, 4, 3, 606, 606, 1, 27500.161741, 190.911600, 0.510192, 0.640516, 0.055556, 23, 1.000000, 12, 60, true
14031, 373, 109, 58, 934, 2, 2, 748, 748, 1, 22795.784836, 198.884925, 0.483523, 0.609915, 0.040000, 16, 1.000000, 12, 59, true
14942, 408, 112, 60, 935, 2, 2, 705, 10, 2, 25151.034902, 222.085333, 0.501864, 0.613435, 0.037037, 16, 1.000000, 12, 63, true
15889, 411, 115, 62, 937, 4, 4, 702, 15, 2, 24939.103665, 225.877895, 0.477813, 0.625905, 0.037037, 16, 1.000000, 12, 49, true
16883, 457, 124, 63, 938, 4, 4, 752, 173, 2, 26262.245910, 249.937301, 0.496840, 0.605453, 0.035714, 16, 1.000000, 12, 59, true
17913, 537, 130, 67, 941, 3, 3, 752, 752, 1, 32784.098374, 286.992466, 0.485197, 0.590135, 0.033333, 16, 1.000000, 12, 59, true
18967, 598, 133, 69, 943, 2, 2, 714, 714, 1, 41878.305077, 320.687414, 0.476774, 0.589519, 0.031250, 16, 1.000000, 12, 68, true
20070, 620, 138, 72, 945, 3, 3, 712, 712, 1, 42276.671986, 331.904506, 0.469659, 0.594209, 0.030303, 16, 1.000000, 12, 46, true
21074, 935, 161, 80, 973, 4, 2, 761, 52, 7, 39234.884975, 490.768595, 0.475972, 0.561331, 0.035714, 32, 1.000000, 12, 156, true
22144, 1267, 208, 100, 1041, 4, 1, 699, 699, 1, 104825.260507, 689.659837, 0.490036, 0.588282, 0.057692, 16, 1.000000, 12, 200, true
23265, 1652, 261, 113, 1075, 9, 3, 817, 817, 1, 114117.152885, 872.214908, 0.541327, 0.569921, 0.056604, 18, 1.000000, 12, 68, true
24443, 2401, 290, 130, 1077, 2, 2, 708, 708, 1, 181729.653653, 1253.668127, 0.486381, 0.527255, 0.056338, 16, 1.000000, 12, 313, true
25697, 2908, 323, 145, 1095, 8, 7, 778, 56, 2, 222072.122561, 1527.412611, 0.510095, 0.547248, 0.054795, 16, 1.000000, 12, 376, true
26982, 3557, 348, 160, 1106, 2, 2, 1037, 62, 14, 220210.502937, 1815.283346, 0.509020, 0.535025, 0.053333, 16, 1.000000, 12, 590, true
28333, 4419, 366, 169, 1111, 0, 0, 1087, 40, 17, 216905.912797, 2158.157689, 0.498110, 0.501460, 0.053333, 16, 1.000000, 12, 842, true
29767, 5195, 396, 184, 1138, 9, 3, 711, 711, 1, 266628.499792, 2527.273065, 0.495234, 0.490703, 0.056911, 104, 1.000000, 12, 771, true
31256, 5852, 419, 196, 1163, 1, 1, 887, 102, 10, 284432.051303, 2807.794687, 0.485585, 0.479308, 0.053846, 104, 1.000000, 12, 241, true
32864, 7110, 437, 205, 1170, 1, 1, 764, 81, 2, 361915.423108, 3376.251934, 0.482244, 0.466125, 0.054688, 218, 1.000000, 12, 184, true
34509, 8554, 458, 213, 1172, 0, 0, 698, 698, 1, 304452.852304, 3933.514634, 0.495383, 0.445478, 0.045902, 218, 1.000000, 12, 214, true
36235, 10174, 470, 220, 1174, 0, 0, 1152, 36, 25, 362477.934555, 4622.627808, 0.479352, 0.432396, 0.040000, 218, 1.000000, 12, 301, true
38085, 11951, 488, 228, 1178, 2, 1, 896, 172, 6, 416842.964114, 5346.884597, 0.472618, 0.418276, 0.027363, 218, 1.000000, 5, 251, true
39990, 13689, 501, 237, 1182, 0, 0, 1154, 57, 29, 580580.086440, 6085.924843, 0.465070, 0.411949, 0.021598, 218, 1.000000, 5, 274, true
49610, 15792, 510, 239, 1184, 0, 0, 1097, 50, 26, 370567.871909, 6907.670935, 0.473860, 0.391998, 0.018484, 218, 1.000000, 5, 228, true
