time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
1, 1, 1, 1, 284, 284, 1, 284, 284, 1, 284.000000, 1.000000, 0.000000, 1.000000, 1.000000, 0, 1.000000, 0, 0, true
2, 2, 1, 1, 284, 0, 0, 284, 0, 0, 0.500000, 0.500000, 0.000000, 0.250000, 0.250000, 0, 0.250000, 0, 1, true
3, 3, 1, 1, 693, 409, 1, 693, 409, 1, 409.000000, 1.000000, 0.000000, 0.333333, 0.333333, 0, 0.333333, 0, 1, true
4, 4, 2, 1, 693, 409, 1, 284, 284, 1, 286.253968, 1.301587, 0.301587, 0.250000, 0.250000, 0, 0.250000, 0, 3, true
307, 5, 4, 1, 693, 0, 0, 692, 692, 1, 0.983560, 0.983560, 0.150794, 0.142857, 0.142857, 0, 0.142857, 0, 5, true
363, 6, 7, 2, 698, 5, 1, 696, 696, 1, 370.135768, 2.256069, 0.441103, 0.571429, 0.142857, 0, 1.000000, 1, 6, true
421, 7, 8, 3, 701, 8, 2, 691, 691, 1, 1100.054607, 3.850496, 0.597467, 0.714286, 0.142857, 0, 1.000000, 1, 6, true
481, 8, 9, 3, 702, 4, 2, 696, 696, 1, 592.045728, 4.384267, 0.631861, 0.714286, 0.142857, 0, 1.000000, 1, 5, true
554, 9, 9, 4, 703, 2, 2, 702, 17, 2, 988.967222, 5.113339, 0.777866, 0.785714, 0.142857, 0, 1.000000, 1, 5, true
630, 10, 10, 5, 703, 1, 1, 693, 693, 1, 1314.926680, 5.473191, 0.642214, 0.828571, 0.142857, 0, 1.000000, 1, 6, true
724, 11, 10, 6, 705, 2, 1, 701, 11, 2, 2253.382710, 6.992416, 0.637593, 0.857143, 0.142857, 0, 1.000000, 1, 5, true
823, 12, 10, 6, 706, 3, 2, 704, 8, 3, 2923.288454, 7.937546, 0.568709, 0.857143, 0.142857, 0, 1.000000, 1, 5, true
925, 15, 12, 7, 708, 1, 1, 695, 695, 1, 2779.990329, 9.532316, 0.502118, 0.841837, 0.142857, 0, 1.000000, 1, 6, true
1036, 20, 13, 7, 709, 2, 2, 704, 19, 2, 2876.518679, 13.656380, 0.520063, 0.772959, 0.125000, 0, 1.000000, 1, 11, true
1168, 25, 15, 7, 710, 3, 3, 691, 691, 1, 3368.364315, 15.646360, 0.482626, 0.734127, 0.222222, 0, 1.000000, 1, 16, true
1288, 26, 17, 8, 717, 10, 4, 697, 697, 1, 2974.347391, 15.240873, 0.519496, 0.767361, 0.222222, 0, 1.000000, 1, 13, true
1417, 27, 19, 9, 717, 9, 4, 696, 696, 1, 4841.070390, 17.273142, 0.557713, 0.793210, 0.222222, 0, 1.000000, 1, 15, true
1541, 28, 19, 9, 718, 10, 5, 700, 8, 2, 4733.867339, 18.802283, 0.584663, 0.793210, 0.222222, 0, 1.000000, 1, 15, true
1663, 32, 20, 9, 718, 2, 2, 697, 697, 1, 5231.068355, 19.165724, 0.547748, 0.702469, 0.100000, 0, 1.000000, 1, 19, true
1797, 34, 20, 10, 718, 2, 2, 708, 18, 3, 5765.912212, 20.767501, 0.550282, 0.730000, 0.100000, 0, 1.000000, 1, 22, true
1921, 37, 22, 12, 719, 3, 3, 691, 691, 1, 8300.524131, 23.407740, 0.446962, 0.773485, 0.100000, 0, 1.000000, 1, 23, true
2048, 38, 23, 13, 719, 2, 2, 697, 697, 1, 9262.610026, 24.615362, 0.428681, 0.790909, 0.100000, 0, 1.000000, 1, 24, true
2164, 39, 24, 14, 720, 2, 2, 694, 694, 1, 10846.459395, 26.676753, 0.406517, 0.805844, 0.100000, 0, 1.000000, 1, 22, true
2282, 40, 25, 15, 720, 2, 2, 694, 694, 1, 11262.773158, 27.491181, 0.404088, 0.818788, 0.100000, 0, 1.000000, 1, 24, true
2401, 41, 25, 16, 721, 3, 3, 696, 4, 2, 15368.311827, 31.587745, 0.301803, 0.830114, 0.100000, 0, 1.000000, 1, 24, true
2542, 49, 31, 16, 725, 3, 3, 700, 700, 1, 10163.943067, 28.623324, 0.335608, 0.751042, 0.100000, 0, 1.000000, 1, 26, true
2680, 50, 31, 17, 726, 4, 4, 705, 18, 2, 7850.685382, 30.620274, 0.591550, 0.765686, 0.100000, 0, 1.000000, 1, 21, true
2935, 52, 31, 17, 727, 5, 5, 711, 11, 4, 6473.390263, 32.545046, 0.542638, 0.765686, 0.100000, 0, 1.000000, 1, 16, true
3083, 57, 32, 17, 728, 5, 5, 692, 692, 1, 7936.887629, 33.130071, 0.486474, 0.689216, 0.100000, 0, 1.000000, 1, 22, true
3386, 68, 34, 19, 737, 4, 4, 703, 11, 2, 9898.840495, 39.294795, 0.522619, 0.676566, 0.166667, 0, 1.000000, 1, 26, true
3692, 93, 35, 19, 737, 1, 1, 715, 12, 6, 7903.035819, 49.260886, 0.516269, 0.605075, 0.100000, 25, 1.000000, 1, 63, true
4029, 110, 40, 21, 741, 2, 2, 697, 697, 1, 12457.002775, 57.652369, 0.443309, 0.638143, 0.083333, 25, 1.000000, 1, 81, true
4317, 112, 47, 23, 764, 5, 3, 729, 729, 1, 13465.779630, 60.357509, 0.523094, 0.669609, 0.083333, 25, 1.000000, 1, 58, true
4614, 114, 52, 24, 765, 5, 3, 727, 727, 1, 10125.576455, 61.831539, 0.634298, 0.683375, 0.083333, 25, 1.000000, 1, 57, true
4966, 116, 54, 25, 765, 5, 3, 725, 725, 1, 11117.034955, 64.221146, 0.655116, 0.696040, 0.083333, 25, 1.000000, 1, 58, true
5297, 119, 58, 27, 766, 5, 3, 729, 729, 1, 13901.365028, 66.895333, 0.603501, 0.718318, 0.076923, 25, 1.000000, 1, 54, true
5636, 121, 63, 28, 767, 6, 4, 721, 721, 1, 12408.128247, 67.236257, 0.657634, 0.710521, 0.076923, 25, 1.000000, 1, 54, true
5967, 123, 65, 29, 768, 7, 5, 730, 40, 2, 11883.816871, 69.409395, 0.676056, 0.720503, 0.076923, 25, 1.000000, 1, 55, true
6306, 125, 66, 30, 769, 5, 5, 721, 721, 1, 13059.330872, 71.890231, 0.645720, 0.729820, 0.076923, 25, 1.000000, 1, 56, true
6650, 128, 71, 32, 771, 6, 5, 727, 727, 1, 13570.849684, 73.940177, 0.634755, 0.746706, 0.076923, 25, 1.000000, 1, 55, true
7020, 130, 74, 34, 771, 5, 4, 729, 729, 1, 15878.681105, 76.025735, 0.601192, 0.761606, 0.076923, 25, 1.000000, 1, 57, true
7386, 133, 76, 35, 772, 5, 4, 706, 706, 1, 15322.355642, 78.080150, 0.613658, 0.761274, 0.076923, 25, 1.000000, 1, 50, true
7774, 136, 78, 36, 772, 5, 4, 727, 727, 1, 13995.453391, 80.015073, 0.605888, 0.770882, 0.076923, 25, 1.000000, 1, 52, true
8324, 141, 79, 38, 776, 9, 6, 735, 44, 2, 15762.729371, 84.840585, 0.580956, 0.773438, 0.076923, 25, 1.000000, 1, 54, true
8766, 143, 82, 40, 776, 8, 6, 725, 725, 1, 16495.209559, 85.670654, 0.579176, 0.784766, 0.076923, 25, 1.000000, 1, 55, true
9209, 146, 88, 43, 785, 14, 7, 729, 729, 1, 20518.639502, 89.037154, 0.522549, 0.799782, 0.076923, 25, 1.000000, 1, 47, true
9874, 149, 89, 46, 786, 13, 7, 744, 18, 2, 23485.013108, 94.054545, 0.540507, 0.812840, 0.076923, 25, 1.000000, 1, 40, true
10550, 156, 93, 48, 798, 11, 7, 707, 707, 1, 24904.767603, 98.545680, 0.544323, 0.803856, 0.076923, 25, 1.000000, 1, 44, true
11090, 166, 95, 49, 799, 11, 7, 731, 731, 1, 24185.892656, 103.296798, 0.543411, 0.785754, 0.076923, 25, 1.000000, 1, 49, true
11858, 179, 103, 52, 828, 14, 9, 725, 725, 1, 22100.381905, 108.119153, 0.514841, 0.772881, 0.076923, 25, 1.000000, 1, 35, true
12645, 187, 107, 54, 829, 10, 8, 727, 727, 1, 21224.963017, 113.258211, 0.539923, 0.770182, 0.071429, 25, 1.000000, 1, 40, true
13460, 231, 115, 59, 839, 8, 7, 693, 693, 1, 23762.902561, 139.481189, 0.487413, 0.745838, 0.071429, 25, 1.000000, 1, 32, true
14209, 241, 121, 61, 839, 7, 6, 721, 721, 1, 21868.436781, 141.045277, 0.551518, 0.739759, 0.071429, 25, 1.000000, 1, 35, true
15029, 256, 123, 62, 841, 6, 5, 791, 39, 7, 23979.276016, 147.221953, 0.562064, 0.729004, 0.071429, 25, 1.000000, 1, 32, true
15898, 276, 133, 66, 842, 5, 4, 728, 728, 1, 29743.375872, 158.451867, 0.540807, 0.724883, 0.071429, 25, 1.000000, 1, 32, true
16856, 279, 137, 68, 846, 8, 6, 741, 16, 2, 28787.326313, 161.294023, 0.568202, 0.732975, 0.071429, 25, 1.000000, 1, 22, true
17922, 413, 156, 77, 851, 6, 3, 725, 725, 1, 36220.925314, 238.675123, 0.496034, 0.691235, 0.066667, 25, 1.000000, 1, 70, true
18846, 417, 157, 78, 853, 4, 3, 750, 24, 3, 33903.445386, 241.577106, 0.536830, 0.695194, 0.066667, 25, 1.000000, 1, 54, true
19814, 721, 188, 99, 940, 3, 3, 771, 771, 1, 61628.900566, 403.225748, 0.435105, 0.616203, 0.052632, 25, 1.000000, 1, 64, true
20805, 1334, 220, 110, 1010, 0, 0, 812, 46, 12, 58203.424805, 661.420123, 0.423049, 0.515708, 0.050000, 25, 1.000000, 4, 146, true
21856, 2103, 250, 125, 1048, 0, 0, 731, 731, 1, 105169.048740, 998.472532, 0.440057, 0.460412, 0.047619, 25, 1.000000, 81, 290, true
22949, 2715, 272, 134, 1058, 0, 0, 886, 24, 13, 68645.130226, 1203.804007, 0.449011, 0.410493, 0.038462, 25, 1.000000, 87, 353, true
24097, 3244, 300, 146, 1074, 0, 0, 962, 121, 23, 120660.579989, 1454.557856, 0.451101, 0.402710, 0.008929, 8, 1.000000, 87, 289, true
25302, 3910, 326, 155, 1090, 2, 1, 939, 58, 20, 179401.880490, 1739.576672, 0.449187, 0.387005, 0.008000, 8, 1.000000, 87, 316, true
26580, 4780, 349, 167, 1095, 0, 0, 698, 698, 1, 211983.508165, 2101.851332, 0.442787, 0.379542, 0.013245, 8, 1.000000, 87, 420, true
27949, 5485, 364, 173, 1099, 1, 1, 734, 734, 1, 177630.118652, 2420.025019, 0.443859, 0.375029, 0.011765, 8, 1.000000, 87, 627, true
