time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
3, 1, 3066, 1, 600, 600, 1, 600, 600, 1, 0.901871, 0.500335, 0.999330, 1.000000, 1.000000, 0, 1.000000, 153, 1, true
52, 2, 3067, 2, 611, 507, 2, 115, 115, 1, 1.304178, 1.000477, 0.999523, 1.000000, 1.000000, 0, 1.000000, 153, 2, true
55, 3, 3067, 3, 761, 314, 3, 607, 502, 2, 3.272957, 1.501618, 0.998921, 1.000000, 1.000000, 0, 1.000000, 153, 3, true
61, 4, 3068, 4, 762, 311, 4, 93, 93, 1, 3.184362, 2.001635, 0.999183, 1.000000, 1.000000, 0, 1.000000, 153, 4, true
68, 7, 3069, 7, 806, 190, 7, 161, 161, 1, 7.312306, 3.505604, 0.998399, 1.000000, 1.000000, 0, 1.000000, 153, 7, true
75, 10, 3070, 10, 881, 116, 10, 290, 290, 1, 13.044000, 5.011224, 0.997755, 1.000000, 1.000000, 0, 1.000000, 153, 10, true
81, 13, 3070, 13, 1256, 467, 13, 958, 597, 4, 23.870809, 6.519920, 0.996935, 1.000000, 1.000000, 0, 1.000000, 153, 12, true
87, 15, 3071, 15, 1272, 475, 15, 191, 191, 1, 26.954167, 7.525439, 0.996608, 1.000000, 1.000000, 0, 1.000000, 153, 13, true
93, 18, 3072, 18, 1598, 681, 17, 577, 577, 1, 36.859693, 9.032870, 0.996348, 1.000000, 1.000000, 0, 1.000000, 153, 11, true
102, 20, 3073, 20, 1605, 674, 19, 192, 192, 1, 45.461978, 10.044431, 0.995557, 1.000000, 1.000000, 0, 1.000000, 153, 11, true
109, 22, 3074, 22, 1615, 551, 19, 93, 93, 1, 52.032069, 11.050436, 0.995415, 1.000000, 1.000000, 0, 1.000000, 153, 13, true
120, 24, 3075, 24, 1624, 553, 21, 93, 93, 1, 60.176804, 12.059026, 0.995081, 1.000000, 1.000000, 0, 1.000000, 153, 14, true
130, 28, 3076, 28, 1637, 557, 24, 182, 182, 1, 77.302438, 14.080230, 0.994269, 1.000000, 1.000000, 0, 1.000000, 153, 16, true
140, 30, 3077, 30, 1664, 567, 25, 193, 193, 1, 89.558048, 15.094074, 0.993728, 1.000000, 1.000000, 0, 1.000000, 153, 18, true
147, 37, 3077, 37, 1708, 519, 26, 723, 518, 7, 123.080858, 18.639878, 0.992439, 1.000000, 1.000000, 0, 1.000000, 153, 27, true
160, 42, 3078, 42, 1746, 450, 30, 594, 594, 1, 165.896344, 21.182929, 0.991289, 1.000000, 1.000000, 0, 1.000000, 153, 30, true
168, 47, 3078, 46, 1760, 440, 31, 1052, 442, 6, 198.680487, 23.721816, 0.990211, 0.983696, 0.250000, 2629, 1.000000, 153, 34, true
177, 54, 3079, 53, 1873, 404, 34, 948, 364, 6, 250.495945, 27.278305, 0.989341, 0.985849, 0.250000, 2629, 1.000000, 153, 36, true
189, 57, 3080, 56, 1931, 458, 36, 730, 730, 1, 283.777093, 28.813259, 0.988656, 0.986607, 0.250000, 2629, 1.000000, 153, 35, true
202, 61, 3082, 60, 1940, 461, 37, 709, 709, 1, 326.269894, 30.861224, 0.987803, 0.987500, 0.250000, 2629, 1.000000, 153, 36, true
219, 72, 3083, 71, 1997, 395, 45, 606, 606, 1, 455.569121, 36.516660, 0.985294, 0.989437, 0.250000, 2629, 1.000000, 153, 35, true
230, 78, 3084, 77, 2042, 344, 48, 917, 299, 6, 507.735606, 39.600942, 0.984236, 0.990260, 0.250000, 2629, 1.000000, 153, 37, true
244, 90, 3084, 88, 2244, 516, 51, 1419, 540, 16, 656.510135, 45.778273, 0.981992, 0.982955, 0.250000, 2629, 1.000000, 153, 48, true
258, 95, 3084, 93, 2280, 503, 54, 1793, 684, 20, 774.390185, 48.397115, 0.980399, 0.983871, 0.250000, 2629, 1.000000, 153, 49, true
271, 100, 3085, 97, 2291, 511, 55, 848, 274, 3, 841.110876, 50.985985, 0.979558, 0.984536, 0.250000, 2629, 1.000000, 153, 54, true
285, 105, 3086, 101, 2305, 499, 58, 660, 525, 2, 904.662915, 53.556423, 0.978809, 0.977723, 0.250000, 2629, 1.000000, 153, 52, true
304, 114, 3088, 109, 2319, 498, 59, 577, 577, 1, 1040.802657, 58.235797, 0.976902, 0.972477, 0.250000, 2629, 1.000000, 153, 54, true
326, 122, 3090, 117, 2328, 499, 61, 743, 743, 1, 1190.328055, 62.435124, 0.975042, 0.974359, 0.250000, 2629, 1.000000, 153, 59, true
343, 134, 3090, 127, 2350, 459, 62, 1236, 363, 8, 1372.608425, 68.715151, 0.972964, 0.976378, 0.250000, 2629, 1.000000, 153, 65, true
362, 145, 3091, 136, 2357, 451, 65, 647, 434, 6, 1569.273496, 74.477862, 0.970926, 0.972426, 0.250000, 2629, 1.000000, 153, 63, true
387, 155, 3094, 142, 2375, 436, 64, 599, 599, 1, 1614.357457, 79.630994, 0.970172, 0.964789, 0.250000, 2629, 1.000000, 153, 65, true
411, 162, 3097, 148, 2385, 434, 67, 612, 612, 1, 1790.709115, 83.341392, 0.968406, 0.961149, 0.250000, 2629, 1.000000, 153, 62, true
738, 168, 3101, 153, 2389, 429, 69, 652, 652, 1, 1816.828220, 86.417404, 0.968157, 0.957516, 0.250000, 2629, 1.000000, 153, 60, true
779, 178, 3104, 162, 2438, 443, 72, 583, 583, 1, 2126.479639, 91.750127, 0.965674, 0.955247, 0.250000, 2629, 1.000000, 153, 52, true
818, 196, 3107, 179, 2449, 441, 74, 490, 346, 4, 2471.615994, 101.361630, 0.962252, 0.959497, 0.250000, 2629, 1.000000, 153, 50, true
868, 203, 3107, 185, 2450, 440, 73, 791, 439, 9, 2556.421136, 105.023641, 0.961457, 0.956757, 0.250000, 2629, 1.000000, 153, 52, true
928, 214, 3111, 194, 2463, 431, 74, 144, 144, 1, 2798.076196, 110.859846, 0.959459, 0.951031, 0.250000, 2629, 1.000000, 153, 53, true
976, 230, 3115, 208, 2486, 413, 78, 194, 194, 1, 3176.556443, 119.503997, 0.956347, 0.954327, 0.250000, 2629, 1.000000, 153, 57, true
