time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
1, 1, 156, 1, 491, 491, 1, 491, 491, 1, 4.603658, 0.504183, 0.991634, 1.000000, 1.000000, 0, 1.000000, 136, 1, true
6, 2, 157, 2, 500, 285, 2, 224, 224, 1, 6.243246, 1.008745, 0.991255, 1.000000, 1.000000, 0, 1.000000, 136, 2, true
7, 3, 158, 3, 548, 144, 3, 452, 452, 1, 17.502281, 1.519284, 0.987144, 1.000000, 1.000000, 0, 1.000000, 136, 2, true
9, 4, 159, 4, 691, 261, 4, 528, 528, 1, 29.772233, 2.030191, 0.984905, 1.000000, 1.000000, 0, 1.000000, 136, 3, true
12, 5, 160, 4, 691, 177, 3, 491, 491, 1, 16.810709, 2.514890, 0.990321, 0.812500, 0.250000, 136, 1.000000, 44, 5, true
13, 7, 161, 6, 739, 163, 4, 491, 491, 1, 55.347181, 3.560148, 0.979079, 0.875000, 0.250000, 136, 1.000000, 44, 7, true
15, 8, 162, 7, 752, 165, 5, 472, 472, 1, 75.821619, 4.082814, 0.975570, 0.892857, 0.250000, 136, 1.000000, 44, 7, true
17, 9, 163, 8, 781, 183, 6, 506, 506, 1, 100.029468, 4.605953, 0.972737, 0.906250, 0.250000, 136, 1.000000, 44, 7, true
18, 10, 164, 9, 792, 163, 7, 465, 465, 1, 122.627386, 5.132346, 0.969849, 0.916667, 0.250000, 136, 1.000000, 44, 8, true
19, 11, 165, 10, 812, 165, 7, 478, 478, 1, 150.023511, 5.660653, 0.967124, 0.925000, 0.250000, 136, 1.000000, 44, 9, true
322, 12, 199, 10, 812, 165, 7, 463, 463, 1, 100.323471, 6.107005, 0.977061, 0.875000, 0.250000, 136, 1.000000, 44, 11, true
366, 13, 200, 11, 825, 178, 8, 231, 231, 1, 113.322475, 6.626633, 0.975377, 0.886364, 0.250000, 136, 1.000000, 44, 11, true
417, 16, 203, 13, 838, 180, 11, 256, 256, 1, 145.352125, 8.194421, 0.970606, 0.903846, 0.250000, 136, 1.000000, 44, 12, true
453, 17, 203, 13, 838, 180, 11, 261, 65, 2, 145.579847, 8.673138, 0.970576, 0.846154, 0.250000, 136, 1.000000, 44, 12, true
486, 19, 204, 14, 846, 187, 13, 179, 179, 1, 174.205970, 9.719257, 0.967837, 0.857143, 0.250000, 136, 1.000000, 44, 11, true
520, 21, 205, 15, 901, 171, 13, 578, 368, 2, 221.234571, 10.767825, 0.965441, 0.866667, 0.250000, 136, 1.000000, 44, 14, true
555, 22, 206, 15, 902, 168, 14, 225, 225, 1, 231.508292, 11.280270, 0.965479, 0.866667, 0.250000, 136, 1.000000, 44, 13, true
591, 23, 208, 16, 903, 168, 14, 225, 225, 1, 250.067649, 11.812430, 0.963853, 0.875000, 0.250000, 136, 1.000000, 44, 12, true
648, 24, 209, 16, 903, 167, 13, 75, 75, 1, 260.212334, 12.323886, 0.963746, 0.875000, 0.250000, 136, 1.000000, 44, 14, true
702, 25, 225, 17, 903, 159, 12, 231, 231, 1, 266.857892, 12.843417, 0.963891, 0.882353, 0.250000, 136, 1.000000, 44, 15, true
744, 27, 226, 19, 914, 158, 14, 231, 231, 1, 316.391694, 13.914502, 0.960884, 0.894737, 0.250000, 136, 1.000000, 44, 17, true
834, 29, 230, 19, 915, 158, 15, 237, 237, 1, 335.833690, 14.927796, 0.961350, 0.881579, 0.250000, 136, 1.000000, 44, 20, true
894, 32, 232, 20, 923, 155, 16, 225, 225, 1, 361.463388, 16.443365, 0.959676, 0.850000, 0.250000, 136, 1.000000, 44, 23, true
973, 34, 241, 20, 923, 149, 15, 478, 294, 2, 351.193527, 17.451712, 0.961418, 0.851389, 0.250000, 136, 1.000000, 44, 26, true
