time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
1, 1, 156, 1, 465, 465, 1, 465, 465, 1, 4.389959, 0.504187, 0.991625, 1.000000, 1.000000, 0, 1.000000, 123, 1, true
6, 2, 157, 2, 483, 300, 2, 201, 201, 1, 7.275205, 1.011257, 0.988743, 1.000000, 1.000000, 0, 1.000000, 123, 2, true
7, 3, 158, 3, 560, 295, 2, 342, 342, 1, 17.874402, 1.524134, 0.983911, 1.000000, 1.000000, 0, 1.000000, 123, 3, true
9, 4, 159, 4, 567, 302, 3, 225, 225, 1, 23.913377, 2.038312, 0.980844, 1.000000, 1.000000, 0, 1.000000, 123, 4, true
12, 5, 160, 5, 675, 181, 4, 590, 590, 1, 47.246445, 2.554408, 0.978237, 1.000000, 1.000000, 0, 1.000000, 123, 5, true
13, 6, 161, 6, 684, 151, 5, 380, 380, 1, 55.904927, 3.073435, 0.975522, 1.000000, 1.000000, 0, 1.000000, 123, 6, true
15, 7, 162, 7, 686, 110, 6, 318, 318, 1, 70.270350, 3.597051, 0.972271, 1.000000, 1.000000, 0, 1.000000, 123, 6, true
16, 8, 163, 7, 686, 108, 5, 318, 318, 1, 59.048401, 4.070877, 0.977329, 0.892857, 0.250000, 43, 1.000000, 123, 8, true
18, 10, 164, 9, 720, 122, 7, 418, 418, 1, 117.484715, 5.149090, 0.965225, 0.916667, 0.250000, 43, 1.000000, 123, 10, true
20, 11, 165, 10, 758, 141, 8, 482, 482, 1, 146.850967, 5.678404, 0.962647, 0.925000, 0.250000, 43, 1.000000, 123, 10, true
21, 12, 166, 11, 759, 142, 9, 75, 75, 1, 134.580496, 6.199371, 0.961841, 0.931818, 0.250000, 43, 1.000000, 123, 9, true
378, 13, 229, 11, 760, 96, 10, 575, 575, 1, 92.231034, 6.639409, 0.974972, 0.931818, 0.250000, 43, 1.000000, 123, 10, true
437, 14, 238, 12, 768, 101, 10, 347, 347, 1, 98.199059, 7.148347, 0.976268, 0.937500, 0.250000, 43, 1.000000, 123, 11, true
514, 15, 260, 12, 770, 101, 11, 200, 200, 1, 91.408289, 7.646167, 0.978175, 0.937500, 0.250000, 43, 1.000000, 123, 12, true
581, 16, 269, 12, 772, 99, 11, 260, 260, 1, 91.637382, 8.147460, 0.979358, 0.937500, 0.250000, 43, 1.000000, 123, 9, true
637, 17, 271, 12, 781, 97, 11, 569, 569, 1, 99.155085, 8.657199, 0.979324, 0.937500, 0.250000, 43, 1.000000, 123, 10, true
673, 19, 277, 13, 782, 89, 12, 211, 211, 1, 109.632679, 9.686078, 0.978271, 0.942308, 0.250000, 43, 1.000000, 123, 11, true
729, 20, 277, 13, 782, 87, 11, 248, 47, 2, 115.007129, 10.185068, 0.978262, 0.911538, 0.250000, 43, 1.000000, 123, 12, true
779, 21, 285, 13, 782, 86, 10, 75, 75, 1, 117.682280, 10.691213, 0.978817, 0.916667, 0.250000, 43, 1.000000, 123, 13, true
841, 22, 286, 14, 785, 85, 11, 586, 586, 1, 138.356132, 11.212249, 0.977759, 0.922619, 0.250000, 43, 1.000000, 123, 14, true
911, 23, 287, 14, 786, 85, 12, 254, 254, 1, 144.074966, 11.722736, 0.977819, 0.926020, 0.250000, 43, 1.000000, 123, 15, true
958, 24, 288, 15, 786, 85, 12, 238, 238, 1, 157.194951, 12.246951, 0.976613, 0.930952, 0.250000, 43, 1.000000, 123, 16, true
1038, 27, 289, 16, 795, 93, 15, 301, 301, 1, 189.590044, 13.805060, 0.974748, 0.939236, 0.250000, 43, 1.000000, 123, 16, true
1091, 28, 293, 16, 796, 89, 16, 550, 550, 1, 193.544110, 14.313381, 0.975051, 0.940625, 0.250000, 43, 1.000000, 123, 16, true
1148, 29, 295, 16, 798, 91, 17, 260, 260, 1, 184.268576, 14.822434, 0.975222, 0.940625, 0.250000, 43, 1.000000, 123, 16, true
1237, 32, 305, 18, 798, 59, 15, 199, 199, 1, 203.249192, 16.367210, 0.972711, 0.905556, 0.250000, 43, 1.000000, 123, 17, true
1364, 36, 311, 20, 851, 69, 16, 321, 321, 1, 296.478143, 18.483687, 0.968901, 0.916667, 0.250000, 43, 1.000000, 123, 18, true
1446, 38, 314, 21, 852, 70, 17, 75, 75, 1, 323.511292, 19.537028, 0.967534, 0.920635, 0.250000, 43, 1.000000, 123, 18, true
1576, 42, 318, 22, 862, 79, 19, 75, 75, 1, 368.253599, 21.603807, 0.966128, 0.906643, 0.250000, 43, 1.000000, 123, 16, true
1688, 44, 319, 22, 864, 79, 19, 392, 163, 2, 376.490876, 22.635295, 0.966173, 0.909674, 0.250000, 43, 1.000000, 123, 19, true
1808, 47, 324, 22, 865, 78, 19, 211, 211, 1, 384.055668, 24.179545, 0.966387, 0.913462, 0.250000, 43, 1.000000, 123, 21, true
1941, 50, 325, 25, 872, 79, 20, 408, 72, 3, 481.380209, 25.840867, 0.961657, 0.923846, 0.250000, 43, 1.000000, 123, 22, true
2105, 53, 329, 27, 872, 79, 20, 238, 238, 1, 528.913140, 27.449357, 0.959498, 0.929487, 0.250000, 43, 1.000000, 123, 26, true
2230, 56, 329, 28, 876, 78, 19, 409, 171, 4, 555.354090, 29.031033, 0.958496, 0.932398, 0.250000, 43, 1.000000, 123, 29, true
2345, 59, 329, 28, 879, 78, 22, 444, 81, 7, 582.969583, 30.595381, 0.958197, 0.933036, 0.250000, 43, 1.000000, 123, 29, true
2502, 62, 336, 29, 879, 78, 22, 75, 75, 1, 583.948690, 32.167810, 0.957740, 0.935345, 0.250000, 43, 1.000000, 123, 32, true
2636, 65, 337, 31, 881, 79, 23, 595, 595, 1, 683.779907, 33.833452, 0.954430, 0.940412, 0.250000, 43, 1.000000, 123, 34, true
2789, 68, 342, 33, 881, 79, 23, 203, 129, 2, 733.030010, 35.466647, 0.952387, 0.944024, 0.250000, 43, 1.000000, 123, 35, true
2981, 73, 346, 35, 900, 86, 26, 359, 122, 2, 837.168879, 38.176254, 0.949611, 0.947222, 0.250000, 43, 1.000000, 123, 36, true
3148, 76, 350, 36, 901, 87, 27, 258, 63, 2, 889.372847, 39.792761, 0.948394, 0.948688, 0.250000, 43, 1.000000, 123, 37, true
3307, 79, 351, 38, 903, 87, 26, 357, 125, 2, 1004.118560, 41.480163, 0.945167, 0.948486, 0.250000, 43, 1.000000, 123, 38, true
3508, 82, 354, 38, 910, 94, 27, 75, 75, 1, 1043.175932, 43.036815, 0.945320, 0.944983, 0.250000, 43, 1.000000, 123, 39, true
3718, 90, 379, 40, 955, 108, 29, 265, 265, 1, 1121.294926, 47.139961, 0.945671, 0.925536, 0.250000, 43, 1.000000, 123, 45, true
3906, 93, 380, 41, 956, 108, 30, 358, 98, 2, 1182.703007, 48.745713, 0.945093, 0.927200, 0.250000, 43, 1.000000, 123, 46, true
4105, 98, 388, 44, 959, 111, 33, 266, 266, 1, 1352.129404, 51.458467, 0.941623, 0.915119, 0.250000, 43, 1.000000, 123, 47, true
4358, 105, 392, 47, 966, 114, 36, 601, 339, 4, 1485.780086, 55.198950, 0.938467, 0.905545, 0.250000, 141, 1.000000, 123, 48, true
4631, 111, 392, 48, 971, 117, 37, 620, 248, 8, 1576.606177, 58.464898, 0.936182, 0.906193, 0.250000, 141, 1.000000, 123, 51, true
4908, 120, 402, 52, 989, 131, 38, 224, 224, 1, 1819.974388, 63.447570, 0.931668, 0.908752, 0.250000, 141, 1.000000, 123, 55, true
5158, 126, 416, 56, 991, 130, 40, 75, 75, 1, 1916.736736, 66.809959, 0.929022, 0.915270, 0.250000, 141, 1.000000, 123, 57, true
5434, 132, 420, 59, 996, 132, 41, 75, 75, 1, 2094.288204, 70.246444, 0.925147, 0.920013, 0.250000, 141, 1.000000, 123, 60, true
5706, 137, 426, 61, 999, 135, 43, 303, 303, 1, 2242.863251, 73.035366, 0.923326, 0.923276, 0.250000, 141, 1.000000, 123, 61, true
6012, 143, 428, 64, 1010, 144, 47, 627, 47, 5, 2639.921166, 76.570889, 0.918623, 0.927393, 0.250000, 141, 1.000000, 123, 63, true
6321, 149, 431, 65, 1011, 143, 47, 331, 331, 1, 2685.831805, 79.908684, 0.916832, 0.928022, 0.250000, 141, 1.000000, 123, 67, true
6650, 156, 434, 67, 1020, 145, 50, 557, 382, 2, 2894.183634, 83.891867, 0.913897, 0.930504, 0.250000, 141, 1.000000, 123, 66, true
7001, 164, 440, 69, 1024, 148, 51, 75, 75, 1, 3141.799649, 88.419949, 0.911008, 0.931653, 0.250000, 141, 1.000000, 123, 72, true
7392, 174, 443, 75, 1037, 156, 55, 338, 56, 5, 3709.176862, 94.587848, 0.901402, 0.933788, 0.250000, 141, 1.000000, 123, 74, true
7787, 184, 450, 78, 1051, 169, 62, 358, 142, 2, 4021.181935, 100.326989, 0.898114, 0.936185, 0.250000, 141, 1.000000, 123, 69, true
8201, 195, 454, 80, 1056, 156, 64, 273, 273, 1, 4328.271543, 106.475148, 0.894219, 0.925884, 0.250000, 141, 1.000000, 123, 73, true
8650, 207, 459, 87, 1064, 161, 66, 75, 75, 1, 5154.776080, 114.149328, 0.883187, 0.931383, 0.250000, 141, 1.000000, 123, 75, true
9109, 217, 486, 90, 1067, 159, 67, 75, 75, 1, 5031.247246, 119.001102, 0.888173, 0.923457, 0.250000, 141, 1.000000, 123, 76, true
9569, 226, 490, 94, 1076, 163, 70, 202, 202, 1, 5636.437461, 124.551982, 0.882706, 0.926850, 0.250000, 141, 1.000000, 123, 72, true
10078, 239, 499, 101, 1089, 170, 74, 225, 225, 1, 6339.268412, 132.657366, 0.874874, 0.931810, 0.250000, 141, 1.000000, 123, 73, true
10582, 250, 504, 106, 1106, 184, 77, 278, 33, 2, 7115.417983, 139.876241, 0.865281, 0.932930, 0.250000, 141, 1.000000, 123, 73, true
11131, 262, 509, 111, 1120, 190, 81, 648, 124, 3, 7750.777828, 147.305845, 0.859628, 0.935701, 0.250000, 141, 1.000000, 123, 74, true
11689, 275, 513, 117, 1124, 192, 82, 200, 126, 2, 8579.873554, 155.846918, 0.849818, 0.936902, 0.250000, 141, 1.000000, 123, 70, true
12286, 295, 525, 127, 1148, 206, 86, 291, 291, 1, 9985.431730, 168.902186, 0.837682, 0.940177, 0.250000, 141, 1.000000, 123, 67, true
12906, 426, 569, 144, 1296, 142, 85, 238, 238, 1, 12569.769208, 241.226160, 0.827593, 0.883249, 0.200000, 42, 1.000000, 123, 73, true
13570, 757, 591, 187, 1362, 124, 88, 625, 101, 3, 27624.012858, 438.638401, 0.769369, 0.849173, 0.142857, 196, 1.000000, 123, 75, true
14249, 1142, 617, 236, 1426, 123, 80, 1013, 255, 26, 55268.114032, 679.654361, 0.688424, 0.812465, 0.125000, 378, 1.000000, 110, 77, true
15255, 1309, 636, 251, 1455, 114, 73, 578, 578, 1, 67081.636397, 779.112426, 0.668219, 0.794022, 0.125000, 378, 1.000000, 110, 85, true
16132, 1479, 642, 266, 1459, 77, 59, 644, 168, 4, 77687.693178, 887.757285, 0.639208, 0.786132, 0.125000, 378, 1.000000, 110, 95, true
