time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
0, 1, 1, 1, 4, 4, 1, 4, 4, 1, 4.000000, 1.000000, 0.000000, 1.000000, 1.000000, 0, 1.000000, 0, 0, true
1, 2, 1, 1, 4, 0, 0, 4, 0, 0, 0.500000, 0.500000, 0.000000, 0.250000, 0.250000, 0, 0.250000, 0, 1, true
248, 4, 2, 1, 17, 13, 1, 4, 4, 1, 5.710843, 1.662651, 0.662651, 0.250000, 0.250000, 0, 0.250000, 0, 0, true
392, 21, 11, 2, 23, 0, 0, 21, 21, 1, 46.396753, 3.276623, 0.041744, 0.525000, 0.050000, 0, 1.000000, 1, 13, true
421, 22, 14, 3, 23, 0, 0, 21, 21, 1, 91.194859, 10.208005, 0.538832, 0.683333, 0.050000, 0, 1.000000, 1, 13, true
451, 23, 14, 4, 23, 0, 0, 21, 0, 0, 61.919559, 12.173200, 0.838173, 0.762500, 0.050000, 0, 1.000000, 1, 13, true
480, 24, 16, 4, 26, 3, 1, 20, 20, 1, 30.568902, 11.347659, 0.714282, 0.762500, 0.050000, 0, 1.000000, 1, 14, true
523, 25, 19, 4, 26, 3, 1, 4, 4, 1, 25.334402, 11.263929, 0.722628, 0.762500, 0.050000, 0, 1.000000, 1, 16, true
555, 26, 21, 4, 27, 2, 2, 20, 20, 1, 22.494687, 12.325139, 0.811319, 0.762500, 0.050000, 0, 1.000000, 1, 15, true
585, 27, 24, 4, 28, 3, 3, 21, 21, 1, 20.869089, 12.369818, 0.795432, 0.762500, 0.050000, 0, 1.000000, 1, 9, true
616, 28, 24, 5, 29, 4, 4, 22, 2, 2, 43.853705, 14.921973, 0.884801, 0.810000, 0.050000, 0, 1.000000, 1, 7, true
671, 30, 24, 6, 29, 4, 4, 24, 4, 4, 53.186739, 16.231099, 0.862255, 0.841667, 0.050000, 0, 1.000000, 1, 8, true
727, 31, 24, 6, 30, 5, 5, 25, 5, 5, 55.425104, 16.787142, 0.860630, 0.841667, 0.050000, 0, 1.000000, 1, 6, true
788, 33, 24, 8, 30, 5, 5, 25, 3, 3, 104.108196, 19.693008, 0.742193, 0.881250, 0.050000, 0, 1.000000, 1, 7, true
840, 35, 24, 8, 30, 3, 3, 25, 1, 1, 41.962238, 20.980238, 0.735059, 0.881250, 0.050000, 0, 1.000000, 1, 9, true
890, 37, 24, 8, 30, 3, 3, 25, 1, 1, 53.128917, 22.839597, 0.687495, 0.881250, 0.050000, 0, 1.000000, 1, 9, true
936, 39, 24, 8, 31, 3, 3, 26, 1, 1, 53.503861, 24.228512, 0.676951, 0.881250, 0.050000, 0, 1.000000, 1, 8, true
993, 40, 24, 8, 31, 3, 3, 26, 1, 1, 54.755133, 24.213871, 0.671407, 0.845536, 0.050000, 0, 1.000000, 1, 8, true
