time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
3, 1, 3066, 1, 595, 595, 1, 595, 595, 1, 0.958924, 0.500386, 0.999228, 1.000000, 1.000000, 0, 1.000000, 1061, 1, true
40, 2, 3067, 2, 620, 483, 2, 162, 162, 1, 1.364810, 1.000509, 0.999491, 1.000000, 1.000000, 0, 1.000000, 1061, 2, true
43, 4, 3068, 4, 678, 119, 4, 617, 437, 2, 4.342773, 2.002260, 0.998870, 1.000000, 1.000000, 0, 1.000000, 1061, 4, true
47, 5, 3069, 5, 685, 108, 5, 203, 203, 1, 4.580279, 2.503051, 0.998780, 1.000000, 1.000000, 0, 1.000000, 1061, 5, true
50, 10, 3069, 10, 847, 240, 10, 654, 457, 6, 13.618533, 5.010825, 0.997835, 1.000000, 1.000000, 0, 1.000000, 1061, 9, true
53, 11, 3070, 11, 853, 242, 11, 193, 193, 1, 12.455494, 5.511360, 0.997935, 1.000000, 1.000000, 0, 1.000000, 1061, 9, true
57, 13, 3071, 13, 1017, 255, 13, 602, 602, 1, 21.533594, 6.517985, 0.997233, 1.000000, 1.000000, 0, 1.000000, 1061, 10, true
62, 14, 3072, 13, 1017, 99, 12, 602, 602, 1, 16.965944, 7.013420, 0.997750, 0.942308, 0.250000, 582, 1.000000, 1061, 12, true
66, 20, 3072, 19, 1309, 262, 17, 997, 456, 6, 35.396270, 10.034794, 0.996187, 0.960526, 0.250000, 582, 1.000000, 1061, 17, true
70, 26, 3072, 25, 1392, 223, 21, 1098, 422, 12, 56.916544, 13.060571, 0.995007, 0.970000, 0.250000, 582, 1.000000, 1061, 18, true
74, 32, 3072, 31, 1598, 340, 25, 1339, 533, 18, 79.687345, 16.090782, 0.993991, 0.975806, 0.250000, 582, 1.000000, 1061, 23, true
78, 37, 3073, 36, 1626, 339, 27, 597, 419, 3, 102.077592, 18.627312, 0.992783, 0.979167, 0.250000, 582, 1.000000, 1061, 25, true
82, 40, 3073, 39, 1700, 339, 30, 1156, 551, 6, 138.611662, 20.155519, 0.991889, 0.980769, 0.250000, 582, 1.000000, 1061, 25, true
91, 42, 3075, 41, 1857, 470, 32, 796, 796, 1, 161.213261, 21.171814, 0.991483, 0.981707, 0.250000, 582, 1.000000, 1061, 26, true
99, 44, 3077, 43, 1865, 469, 34, 125, 125, 1, 160.946436, 22.181540, 0.991412, 0.982558, 0.250000, 582, 1.000000, 1061, 25, true
104, 49, 3077, 48, 1903, 482, 35, 950, 638, 6, 202.893300, 24.735359, 0.990057, 0.984375, 0.250000, 582, 1.000000, 1061, 28, true
110, 55, 3078, 54, 2035, 504, 39, 135, 135, 1, 256.144618, 27.796880, 0.988867, 0.986111, 0.250000, 582, 1.000000, 1061, 26, true
117, 58, 3079, 57, 2043, 502, 38, 150, 150, 1, 279.771779, 29.325018, 0.988455, 0.986842, 0.250000, 582, 1.000000, 1061, 29, true
123, 64, 3079, 63, 2153, 551, 41, 1117, 499, 7, 367.060770, 32.415227, 0.986686, 0.988095, 0.250000, 582, 1.000000, 1061, 31, true
131, 69, 3080, 68, 2177, 547, 42, 159, 159, 1, 411.961009, 34.988230, 0.985510, 0.988971, 0.250000, 582, 1.000000, 1061, 30, true
138, 77, 3080, 76, 2205, 541, 43, 954, 383, 7, 508.833981, 39.114659, 0.983695, 0.990132, 0.250000, 582, 1.000000, 1061, 31, true
147, 82, 3081, 81, 2224, 510, 46, 182, 182, 1, 584.774444, 41.695341, 0.982700, 0.990741, 0.250000, 582, 1.000000, 1061, 32, true
157, 90, 3082, 89, 2263, 509, 49, 150, 150, 1, 683.892563, 45.831891, 0.981173, 0.991573, 0.250000, 582, 1.000000, 1061, 32, true
392, 93, 3082, 91, 2263, 508, 48, 220, 73, 4, 706.576467, 47.360354, 0.981157, 0.991758, 0.250000, 582, 1.000000, 1061, 35, true
416, 109, 3085, 107, 2309, 461, 55, 583, 583, 1, 973.093355, 55.694845, 0.977733, 0.992991, 0.250000, 582, 1.000000, 1061, 42, true
465, 122, 3088, 117, 2338, 468, 58, 986, 421, 6, 1118.601094, 62.414478, 0.976122, 0.987179, 0.250000, 582, 1.000000, 1061, 40, true
492, 134, 3092, 126, 2343, 449, 58, 615, 615, 1, 1278.856616, 68.648670, 0.974345, 0.982143, 0.250000, 582, 1.000000, 1061, 47, true
