time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
0, 1, 1, 1, 4, 4, 1, 4, 4, 1, 4.000000, 1.000000, 0.000000, 1.000000, 1.000000, 0, 1.000000, 0, 0, true
1, 2, 1, 1, 4, 0, 0, 4, 0, 0, 0.500000, 0.500000, 0.000000, 0.250000, 0.250000, 0, 0.250000, 0, 0, true
2, 19, 1, 1, 4, 0, 0, 4, 0, 0, 0.904762, 0.904762, 0.000000, 0.047619, 0.047619, 0, 0.047619, 0, 6, true
3, 29, 1, 1, 22, 18, 1, 22, 18, 1, 18.000000, 1.000000, 0.000000, 0.034483, 0.034483, 0, 0.034483, 0, 8, true
292, 30, 2, 1, 22, 0, 0, 21, 21, 1, 12.141042, 12.141042, 0.796696, 0.031250, 0.031250, 0, 0.031250, 0, 9, true
483, 48, 11, 2, 23, 1, 1, 21, 21, 1, 68.663499, 7.657321, 0.158870, 0.510638, 0.021277, 0, 1.000000, 1, 18, true
577, 49, 18, 3, 23, 0, 0, 21, 21, 1, 47.626217, 14.715570, 0.514229, 0.673759, 0.021277, 0, 1.000000, 1, 18, true
669, 50, 21, 3, 23, 0, 0, 21, 21, 1, 56.847343, 21.802062, 0.791705, 0.423759, 0.021277, 0, 1.000000, 1, 19, true
730, 51, 21, 3, 23, 0, 0, 22, 2, 2, 53.319809, 25.507237, 0.926776, 0.451537, 0.021277, 0, 1.000000, 1, 19, true
807, 53, 22, 4, 23, 0, 0, 4, 4, 1, 68.923267, 26.105715, 0.850076, 0.588652, 0.021277, 0, 1.000000, 1, 19, true
905, 55, 23, 4, 23, 0, 0, 21, 21, 1, 55.670228, 26.362852, 0.858331, 0.463652, 0.021277, 0, 1.000000, 1, 20, true
975, 56, 26, 4, 24, 1, 1, 21, 21, 1, 53.238881, 24.795598, 0.791021, 0.442819, 0.021277, 0, 1.000000, 1, 20, true
1070, 57, 27, 4, 25, 2, 2, 21, 21, 1, 55.045600, 27.588031, 0.874197, 0.480319, 0.021277, 0, 1.000000, 1, 19, true
1187, 59, 28, 4, 32, 9, 3, 28, 11, 2, 60.586776, 29.653505, 0.908857, 0.488652, 0.021277, 0, 1.000000, 1, 17, true
1288, 61, 28, 6, 33, 10, 4, 30, 10, 4, 102.911781, 31.593281, 0.871665, 0.659102, 0.021277, 0, 1.000000, 1, 15, true
1363, 63, 28, 8, 37, 10, 5, 34, 9, 4, 183.617278, 34.321616, 0.809909, 0.744326, 0.021277, 0, 1.000000, 1, 15, true
1471, 65, 28, 8, 38, 11, 6, 35, 10, 5, 118.658494, 35.568535, 0.799635, 0.744326, 0.021277, 0, 1.000000, 1, 14, true
1549, 67, 30, 10, 39, 12, 7, 21, 21, 1, 195.622171, 37.353860, 0.719516, 0.795461, 0.021277, 0, 1.000000, 1, 11, true
1644, 68, 31, 10, 42, 12, 8, 25, 25, 1, 196.046186, 37.988587, 0.727482, 0.804985, 0.021277, 0, 1.000000, 1, 9, true
1741, 70, 31, 12, 42, 12, 8, 30, 13, 3, 260.412546, 42.495773, 0.689306, 0.837487, 0.021277, 0, 1.000000, 1, 11, true
1834, 72, 31, 13, 44, 14, 10, 34, 12, 5, 334.674538, 45.727685, 0.628665, 0.855117, 0.021277, 0, 1.000000, 1, 10, true
1957, 81, 31, 13, 46, 15, 10, 38, 9, 6, 408.176036, 51.268574, 0.606267, 0.831806, 0.021277, 0, 1.000000, 1, 12, true
2055, 273, 32, 13, 62, 4, 4, 57, 11, 9, 96.324240, 96.324240, 0.573268, 0.156020, 0.027397, 2, 0.285714, 26, 0, true
2189, 562, 33, 14, 63, 3, 3, 21, 21, 1, 613.725934, 194.597350, 0.544034, 0.156098, 0.012500, 0, 1.000000, 27, 12, true
2299, 753, 34, 14, 64, 2, 2, 57, 5, 3, 806.954772, 258.764681, 0.542382, 0.155345, 0.009804, 7, 1.000000, 27, 36, true
2496, 1021, 36, 15, 65, 3, 3, 21, 21, 1, 1778.158549, 353.588805, 0.499744, 0.195854, 0.007042, 7, 1.000000, 27, 74, true
