time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
3, 1, 1263, 1, 1059, 1059, 1, 1059, 1059, 1, 1.355139, 0.500404, 0.999192, 1.000000, 1.000000, 0, 1.000000, 296, 1, true
26, 2, 1264, 2, 1069, 18, 2, 1061, 1061, 1, 3.967154, 1.001400, 0.998600, 1.000000, 1.000000, 0, 1.000000, 296, 2, true
34, 3, 1264, 3, 4082, 3021, 3, 4079, 3044, 2, 18.958687, 1.502989, 0.998007, 1.000000, 1.000000, 0, 1.000000, 296, 3, true
36, 4, 1264, 4, 4084, 3018, 3, 4084, 3022, 3, 16.859177, 2.004199, 0.997900, 1.000000, 1.000000, 0, 1.000000, 296, 3, true
50, 5, 1264, 5, 5684, 1993, 4, 5684, 1996, 4, 48.188728, 2.506809, 0.997276, 1.000000, 1.000000, 0, 1.000000, 296, 4, true
105, 6, 1265, 6, 5688, 1996, 5, 1066, 1066, 1, 43.304658, 3.009381, 0.996873, 1.000000, 1.000000, 0, 1.000000, 296, 3, true
111, 9, 1265, 9, 5690, 1997, 6, 1078, 14, 2, 74.324279, 4.518472, 0.995895, 1.000000, 1.000000, 0, 1.000000, 296, 6, true
123, 12, 1265, 12, 5693, 1500, 7, 4138, 3053, 5, 151.849475, 6.030820, 0.994863, 1.000000, 1.000000, 0, 1.000000, 296, 8, true
133, 13, 1266, 13, 5695, 1501, 8, 1073, 1073, 1, 142.913029, 6.535259, 0.994576, 1.000000, 1.000000, 0, 1.000000, 296, 6, true
140, 17, 1266, 17, 5697, 1499, 9, 1080, 8, 5, 213.907811, 8.558780, 0.993085, 1.000000, 1.000000, 0, 1.000000, 296, 8, true
147, 20, 1267, 20, 5698, 1499, 9, 1072, 12, 2, 278.251331, 10.081653, 0.991835, 1.000000, 1.000000, 0, 1.000000, 296, 10, true
155, 25, 1267, 25, 5701, 1501, 11, 1080, 13, 6, 367.071391, 12.611060, 0.991115, 1.000000, 1.000000, 0, 1.000000, 296, 6, true
164, 29, 1267, 29, 5728, 1484, 11, 2409, 1329, 9, 496.747672, 14.650999, 0.989586, 1.000000, 1.000000, 0, 1.000000, 296, 4, true
173, 31, 1269, 31, 5729, 1484, 11, 1072, 1072, 1, 541.268564, 15.673208, 0.988825, 1.000000, 1.000000, 0, 1.000000, 296, 2, true
185, 34, 1269, 31, 5752, 672, 11, 5038, 3964, 2, 473.026908, 17.176816, 0.989271, 0.983871, 0.500000, 174, 1.000000, 296, 0, true
