time, #execs, #seeds, #items, #covered, #singletons, #sglt_clusts, #coveredR, #singletonsR, #sglt_clustsR, ML_sglt, ML_sglt_clusts, remainW, lesti_mean, lesti_min, lesti_min_id, lesti_max, lesti_max_id, #foundnew, done
1, 1, 1, 1, 284, 284, 1, 284, 284, 1, 284.000000, 1.000000, 0.000000, 1.000000, 1.000000, 0, 1.000000, 0, 1, true
3, 2, 1, 1, 692, 409, 2, 692, 409, 2, 409.000000, 2.000000, 0.000000, 1.000000, 1.000000, 0, 1.000000, 0, 1, true
5, 3, 2, 1, 692, 408, 1, 284, 284, 1, 285.404762, 1.150794, 0.301587, 0.333333, 0.333333, 0, 0.333333, 0, 3, true
345, 4, 4, 1, 693, 1, 1, 692, 692, 1, 1.150794, 1.150794, 0.150794, 0.250000, 0.250000, 0, 0.250000, 0, 4, true
396, 5, 7, 2, 694, 2, 2, 692, 692, 1, 78.763268, 2.004443, 0.536904, 0.625000, 0.250000, 0, 1.000000, 1, 5, true
456, 6, 8, 3, 695, 3, 3, 691, 691, 1, 753.575669, 3.315789, 0.666954, 0.750000, 0.250000, 0, 1.000000, 1, 5, true
524, 7, 9, 3, 708, 16, 4, 699, 699, 1, 94.188379, 3.896695, 0.796531, 0.750000, 0.250000, 0, 1.000000, 1, 5, true
602, 8, 10, 3, 709, 11, 5, 696, 696, 1, 113.252855, 4.303284, 0.674128, 0.750000, 0.250000, 0, 1.000000, 1, 5, true
687, 9, 11, 4, 709, 9, 3, 695, 695, 1, 251.060570, 4.890518, 0.689404, 0.812500, 0.250000, 0, 1.000000, 1, 6, true
772, 10, 11, 5, 709, 9, 3, 697, 8, 2, 1163.292257, 6.449047, 0.594826, 0.850000, 0.250000, 0, 1.000000, 1, 7, true
864, 11, 11, 6, 711, 7, 4, 703, 9, 3, 2627.006112, 8.090951, 0.408502, 0.875000, 0.250000, 0, 1.000000, 1, 6, true
971, 12, 13, 7, 711, 5, 3, 697, 697, 1, 2241.649092, 7.659947, 0.563885, 0.892857, 0.250000, 0, 1.000000, 1, 7, true
1078, 13, 14, 7, 712, 6, 4, 692, 692, 1, 1887.870024, 8.207770, 0.588382, 0.892857, 0.250000, 0, 1.000000, 1, 5, true
1186, 14, 16, 8, 712, 6, 4, 691, 691, 1, 2166.974528, 8.864568, 0.605048, 0.906250, 0.250000, 0, 1.000000, 1, 7, true
1302, 15, 16, 9, 713, 7, 5, 699, 11, 2, 2862.507761, 10.127328, 0.614449, 0.916667, 0.250000, 0, 1.000000, 1, 5, true
1422, 16, 16, 10, 714, 8, 6, 701, 11, 3, 3913.581204, 11.472368, 0.527904, 0.925000, 0.250000, 0, 1.000000, 1, 4, true
1539, 17, 17, 10, 714, 7, 5, 692, 692, 1, 3568.670213, 12.008384, 0.460252, 0.925000, 0.250000, 0, 1.000000, 1, 4, true
1657, 25, 19, 10, 716, 6, 3, 693, 693, 1, 3687.389892, 15.700292, 0.603611, 0.813333, 0.200000, 12, 1.000000, 1, 7, true
1775, 29, 20, 11, 717, 4, 2, 693, 693, 1, 4296.782279, 17.564048, 0.577236, 0.725758, 0.200000, 12, 1.000000, 1, 7, true
1894, 35, 20, 11, 717, 4, 2, 704, 8, 3, 5558.198063, 20.159169, 0.546605, 0.636580, 0.142857, 0, 1.000000, 7, 10, true
2015, 45, 22, 12, 719, 1, 1, 695, 695, 1, 6079.028684, 26.145991, 0.453863, 0.659821, 0.142857, 0, 1.000000, 7, 9, true
