time, #execs, #covered, #singletons, #sglt_clusts, #foundnew, done, update?
353, 1, 4, 4, 1, 0, true, true
354, 2, 4, 0, 0, 1, true, true
354, 4, 22, 18, 1, 0, true, true
355, 13, 22, 0, 0, 0, true, true
358, 34, 23, 1, 1, 5, true, true
359, 36, 24, 2, 2, 3, true, true
359, 39, 24, 1, 1, 3, true, true
360, 42, 25, 2, 2, 0, true, true
361, 52, 25, 1, 1, 0, true, true
410, 446, 25, 0, 0, 0, true, true
480, 986, 26, 1, 1, 1, true, true
499, 1082, 27, 2, 2, 0, true, true
640, 2003, 27, 1, 1, 1, true, true
846, 3532, 27, 0, 0, 1, true, true
1230, 3791, 28, 1, 1, 0, true, true
4204, 18357, 35, 8, 2, 0, true, true
8329, 34083, 35, 7, 1, 2, true, true
9718, 41508, 37, 4, 2, 1, true, true
11495, 48579, 38, 5, 3, 0, true, true
13203, 56337, 38, 3, 2, 0, true, true
29520, 127806, 38, 1, 1, 7, true, true
30961, 133371, 39, 2, 2, 3, true, true
32135, 139458, 39, 1, 1, 3, true, true
46346, 199936, 39, 0, 0, 9, true, true
47906, 205974, 40, 1, 1, 6, true, true
49033, 210345, 40, 0, 0, 6, true, true
56974, 245280, 41, 1, 1, 7, true, true
67112, 287906, 42, 2, 2, 4, true, true
73464, 314929, 43, 3, 3, 3, true, true
85203, 362992, 44, 4, 4, 3, true, true
87346, 372947, 44, 3, 3, 3, true, true
104460, 442109, 45, 4, 4, 3, true, true
115918, 490500, 46, 5, 5, 0, true, true
161417, 678706, 46, 4, 4, 0, true, true
183602, 772397, 46, 3, 3, 0, true, true
198874, 834205, 46, 2, 2, 0, true, true
476073, 1983906, 47, 3, 3, 0, true, true
534308, 2225684, 47, 2, 2, 0, true, true
848690, 3533515, 47, 1, 1, 0, true, true
889471, 3702735, 47, 0, 0, 0, true, true
1489688, 6162265, 47, 0, 0, 0, true, false
2089689, 8665094, 47, 0, 0, 0, true, false
2689918, 11144044, 47, 0, 0, 0, true, false
5869310, 24512620, 48, 1, 1, 1, true, true
6000871, 25074337, 48, 0, 0, 1, true, true
9314197, 39209624, 49, 1, 1, 1, true, true
12914198, 54523735, 49, 1, 1, 3, true, false
16514199, 69931942, 49, 1, 1, 6, true, false
16995368, 71924791, 50, 2, 2, 5, true, true
18672932, 79199437, 51, 3, 3, 4, true, true
18910372, 80232755, 52, 4, 4, 2, true, true
26535054, 113243921, 52, 3, 3, 2, true, true
28342472, 121039990, 55, 6, 4, 1, true, true
29990240, 128211914, 56, 7, 5, 0, true, true
40790510, 175212100, 56, 7, 5, 1, true, false
51395264, 219487553, 56, 6, 4, 3, true, true
55384286, 236075259, 56, 3, 3, 3, true, true
65920557, 272035282, 57, 4, 4, 0, true, true
82356674, 329360984, 57, 3, 3, 1, true, true
93665198, 368442730, 57, 2, 2, 1, false, true
115265199, 444745151, 57, 2, 2, 1, false, false
136865298, 517912472, 57, 2, 2, 1, false, false
155419663, 580354764, 68, 13, 3, 0, false, true
177019664, 660882653, 68, 13, 3, 0, false, false
