time,Esti,Pr,id
1.0,$\hat{m}_{emp}$,0.011413225914736489,1
1.0073062393404262,$\hat{m}_{emp}$,0.011164805865689052,1
1.0146658598141518,$\hat{m}_{emp}$,0.011083540115798181,1
1.0220792514365131,$\hat{m}_{emp}$,0.010839218262440466,1
1.0295468070723919,$\hat{m}_{emp}$,0.010759700032605152,1
1.0370689224570342,$\hat{m}_{emp}$,0.01068306895435416,1
1.0446459962170231,$\hat{m}_{emp}$,0.010604113110539846,1
1.0522784298914025,$\hat{m}_{emp}$,0.010527994895517626,1
1.059966627952957,$\hat{m}_{emp}$,0.010768012668250199,1
1.0677109978296455,$\hat{m}_{emp}$,0.010690143059267411,1
1.075511949926194,$\hat{m}_{emp}$,0.01061339160293429,1
1.0833698976458432,$\hat{m}_{emp}$,0.01100092965602727,1
1.0912852574122567,$\hat{m}_{emp}$,0.011229041685894477,1
1.099258448691589,$\hat{m}_{emp}$,0.011146739960299282,1
1.1072898940147153,$\hat{m}_{emp}$,0.011217219948461421,1
1.115380018999622,$\hat{m}_{emp}$,0.011136192626034613,1
1.1235292523739622,$\hat{m}_{emp}$,0.011502838362712877,1
1.1317380259977763,$\hat{m}_{emp}$,0.011272619400771285,1
1.1400067748863774,$\hat{m}_{emp}$,0.011042402826855124,1
1.1483359372334045,$\hat{m}_{emp}$,0.011255664376553136,1
1.1567259544340442,$\hat{m}_{emp}$,0.011173995066028152,1
1.165177271108422,$\hat{m}_{emp}$,0.011091904350331317,1
1.1736903351251649,$\hat{m}_{emp}$,0.011012585812356979,1
1.1822655976251342,$\hat{m}_{emp}$,0.010221465076660987,1
1.1909035130453351,$\hat{m}_{emp}$,0.009725158562367865,1
1.1996045391429988,$\hat{m}_{emp}$,0.00965440044774031,1
1.208369137019839,$\hat{m}_{emp}$,0.009862480900125018,1
1.21719777114649,$\hat{m}_{emp}$,0.009376723662437948,1
1.2260909093871195,$\hat{m}_{emp}$,0.009308692676249144,1
1.2350490230242224,$\hat{m}_{emp}$,0.008969828757814623,1
1.244072586783597,$\hat{m}_{emp}$,0.008769562871019968,1
1.2531620788595008,$\hat{m}_{emp}$,0.008840075006697026,1
1.2623179809399943,$\hat{m}_{emp}$,0.008776595744680852,1
1.2715407782324653,$\hat{m}_{emp}$,0.008976897689768977,1
1.2808309594893432,$\hat{m}_{emp}$,0.008911020836063425,1
1.290189017034,$\hat{m}_{emp}$,0.008455834525822818,1
1.2996154467868395,$\hat{m}_{emp}$,0.008523827973653622,1
1.309110748291579,$\hat{m}_{emp}$,0.007949737145787922,1
1.3186754247417214,$\hat{m}_{emp}$,0.007637474541751527,1
1.3283099830072225,$\hat{m}_{emp}$,0.007707859489512257,1
1.3380149336613505,$\hat{m}_{emp}$,0.007527286413248024,1
1.3477907910077447,$\hat{m}_{emp}$,0.007596513075965131,1
1.3576380731076694,$\hat{m}_{emp}$,0.007665677546983185,1
1.367557301807469,$\hat{m}_{emp}$,0.007610163250276175,1
1.3775490027662216,$\hat{m}_{emp}$,0.007554526623613988,1
1.3876137054835969,$\hat{m}_{emp}$,0.007499697592838999,1
1.3977519433279155,$\hat{m}_{emp}$,0.007445658700612466,1
1.407964253564415,$\hat{m}_{emp}$,0.006795422031473534,1
1.418251177383721,$\hat{m}_{emp}$,0.006627218934911243,1
1.4286132599305275,$\hat{m}_{emp}$,0.00657972036188462,1
1.4390510503324863,$\hat{m}_{emp}$,0.006765426338504608,1
1.449565101729307,$\hat{m}_{emp}$,0.006716072255673923,1
1.4601559713020704,$\hat{m}_{emp}$,0.006782388780319577,1
1.4708242203027557,$\hat{m}_{emp}$,0.006732854045418236,1
1.4815704140839832,$\hat{m}_{emp}$,0.006684037611872663,1
1.4923951221289748,$\hat{m}_{emp}$,0.0066359239680575865,1
1.5032989180817335,$\hat{m}_{emp}$,0.006811076373380974,1
1.5142823797774423,$\hat{m}_{emp}$,0.0067612502771004215,1
1.5253460892730863,$\hat{m}_{emp}$,0.006712147887323943,1
1.5364906328782983,$\hat{m}_{emp}$,0.006663753550360498,1
1.54771660118643,$\hat{m}_{emp}$,0.006615334562411886,1
1.5590245891058487,$\hat{m}_{emp}$,0.007321274763135229,1
1.5704151958914656,$\hat{m}_{emp}$,0.007268063274903805,1
1.5818890251764908,$\hat{m}_{emp}$,0.007215619694397283,1
1.5934466850044235,$\hat{m}_{emp}$,0.007057832086800801,1
1.6050887878612743,$\hat{m}_{emp}$,0.007006169612046429,1
1.6168159507080233,$\hat{m}_{emp}$,0.006747638326585695,1
1.6286287950133145,$\hat{m}_{emp}$,0.006698959084819128,1
1.6405279467863916,$\hat{m}_{emp}$,0.006650296705545324,1
1.6525140366102706,$\hat{m}_{emp}$,0.006399187404773997,1
1.664587699675159,$\hat{m}_{emp}$,0.006352727639407078,1
1.676749575812115,$\hat{m}_{emp}$,0.006106106106106106,1
1.6890003095269561,$\hat{m}_{emp}$,0.005664314816655073,1
