time, #execs, #covered, #singletons, #sglt_clusts, #foundnew, done, update?
3, 1, 1050, 1050, 1, 1, true, true
3, 2, 1069, 21, 2, 1, true, true
4, 3, 1079, 17, 3, 2, true, true
5, 5, 1080, 13, 4, 3, true, true
6, 6, 1081, 9, 5, 3, true, true
6, 7, 1084, 7, 5, 0, true, true
7, 8, 1084, 5, 4, 2, true, true
9, 12, 1084, 4, 4, 5, true, true
11, 15, 1085, 5, 5, 5, true, true
12, 16, 1085, 3, 3, 6, true, true
12, 17, 1086, 3, 3, 6, true, true
14, 19, 1087, 4, 4, 6, true, true
14, 20, 1087, 3, 3, 7, true, true
17, 24, 1087, 2, 2, 9, true, true
19, 29, 1092, 7, 3, 7, true, true
20, 30, 1093, 8, 4, 5, true, true
21, 31, 1094, 9, 5, 4, true, true
22, 33, 1094, 5, 5, 4, true, true
23, 35, 1095, 6, 6, 1, true, true
27, 41, 1095, 4, 4, 2, true, true
27, 42, 1096, 4, 4, 1, true, true
43, 70, 1096, 3, 3, 8, true, true
48, 80, 1107, 14, 4, 10, true, true
51, 86, 1109, 5, 4, 10, true, true
62, 105, 1110, 6, 5, 1, true, true
63, 106, 1110, 5, 4, 1, true, true
83, 143, 1110, 4, 3, 7, true, true
119, 202, 1111, 5, 4, 10, true, true
138, 230, 1111, 4, 3, 13, true, true
139, 232, 1112, 5, 4, 12, true, true
147, 239, 1114, 7, 5, 11, true, true
152, 246, 1119, 12, 6, 10, true, true
170, 267, 1120, 13, 7, 8, true, true
183, 281, 1120, 12, 6, 8, true, true
187, 284, 1126, 18, 7, 7, true, true
204, 302, 1127, 19, 8, 6, true, true
210, 308, 1128, 20, 9, 5, true, true
214, 309, 4196, 3078, 8, 3, true, true
217, 310, 4196, 3075, 8, 3, true, true
270, 359, 4197, 3076, 9, 4, true, true
339, 421, 4198, 3077, 10, 4, true, true
343, 422, 4198, 3076, 9, 4, true, true
356, 432, 4200, 3078, 10, 3, true, true
559, 654, 5350, 1166, 11, 4, true, true
571, 671, 5350, 1165, 10, 4, true, true
576, 678, 5350, 1163, 10, 4, true, true
590, 692, 5350, 1162, 9, 4, true, true
640, 760, 5350, 1161, 8, 4, true, true
651, 774, 5351, 1162, 9, 4, true, true
750, 907, 5356, 1167, 10, 4, true, true
763, 923, 5429, 1233, 9, 3, true, true
794, 969, 5429, 1232, 8, 4, true, true
1093, 1266, 5431, 1234, 9, 6, true, true
1284, 1489, 5431, 1232, 8, 8, true, true
1313, 1534, 5434, 1199, 9, 7, true, true
1331, 1559, 5435, 1200, 10, 6, true, true
1517, 1826, 5435, 1199, 10, 8, true, true
1580, 1904, 5478, 117, 11, 7, true, true
1601, 1934, 5478, 116, 10, 8, true, true
1631, 1979, 5479, 117, 11, 7, true, true
1767, 2173, 5483, 100, 12, 8, true, true
1778, 2187, 5483, 98, 11, 8, true, true
2128, 2526, 5484, 99, 12, 8, true, true
2205, 2623, 5488, 103, 13, 8, true, true
2349, 2784, 5488, 97, 13, 14, true, true
2372, 2809, 5488, 96, 12, 14, true, true
2617, 3053, 5488, 94, 11, 16, true, true
2715, 3154, 5488, 93, 11, 16, true, true
2919, 3381, 5489, 94, 12, 16, true, true
2964, 3423, 5831, 427, 13, 15, true, true
3472, 3830, 5869, 463, 14, 17, true, true
3544, 3907, 5869, 462, 13, 19, true, true
3668, 4034, 5873, 130, 14, 19, true, true
3928, 4264, 5873, 129, 13, 20, true, true
4079, 4404, 5874, 130, 14, 19, true, true
4281, 4580, 5875, 131, 15, 18, true, true
4415, 4673, 5878, 130, 16, 15, true, true
5156, 5157, 5888, 140, 17, 17, true, true
5296, 5273, 5889, 141, 18, 14, true, true
5309, 5284, 5892, 142, 19, 13, true, true
5348, 5309, 5995, 244, 20, 11, true, true
5501, 5420, 5995, 243, 19, 12, true, true
5585, 5479, 5996, 244, 20, 12, true, true
5612, 5498, 5996, 243, 19, 12, true, true
5844, 5654, 5996, 238, 19, 13, true, true
6282, 5923, 5999, 240, 20, 14, true, true
7233, 6534, 5999, 236, 19, 17, true, true
7282, 6559, 5999, 134, 19, 17, true, true
7763, 6851, 6002, 137, 20, 18, true, true
8573, 7305, 6002, 136, 19, 22, true, true
8578, 7308, 6003, 137, 20, 21, true, true
9492, 7784, 6003, 136, 19, 21, true, true
9549, 7809, 6005, 138, 20, 16, true, true
9904, 8021, 6006, 139, 21, 15, true, true
10248, 8200, 6007, 140, 22, 15, true, true
11778, 9059, 6008, 139, 22, 16, true, true
12513, 9501, 6008, 138, 22, 20, true, true
13349, 9988, 6008, 137, 21, 21, true, true
13781, 10269, 6012, 141, 22, 20, true, true
13858, 10310, 6013, 140, 23, 19, true, true
14496, 10654, 6183, 274, 24, 16, true, true
14952, 10923, 6184, 272, 24, 17, true, true
15210, 11064, 6298, 386, 25, 15, true, true
15733, 11468, 6298, 385, 25, 15, true, true
15822, 11534, 6298, 383, 24, 15, true, true
15913, 11583, 6298, 381, 23, 15, true, true
17891, 12809, 6309, 380, 24, 19, true, true
18483, 13154, 6311, 382, 25, 18, true, true
18847, 13423, 6312, 382, 26, 17, true, true
19514, 13779, 6314, 384, 27, 19, true, true
19973, 14059, 6316, 386, 28, 19, true, true
20059, 14095, 6317, 387, 29, 18, true, true
20640, 14404, 6317, 386, 29, 19, true, true
21092, 14673, 6317, 383, 28, 19, true, true
22126, 15265, 6317, 381, 27, 19, true, true
22836, 15655, 6317, 380, 26, 20, true, true
23563, 16112, 6319, 382, 27, 19, true, true
24199, 16534, 6331, 394, 28, 20, true, true
24574, 16739, 6342, 405, 29, 19, true, true
25325, 17173, 6343, 406, 30, 15, true, true
26623, 17839, 6343, 403, 30, 16, true, true
27158, 18134, 6343, 402, 29, 16, true, true
27201, 18154, 6343, 401, 29, 16, true, true
27621, 18354, 6343, 400, 28, 16, true, true
27809, 18423, 6343, 399, 27, 16, true, true
28029, 18529, 6344, 400, 28, 16, true, true
28938, 18907, 6344, 397, 28, 16, true, true
30301, 19404, 6344, 228, 27, 16, true, true
36199, 21534, 6345, 229, 28, 16, true, true
36691, 21781, 6346, 230, 29, 15, true, true
36707, 21787, 6346, 229, 28, 15, true, true
40202, 23576, 6395, 277, 29, 16, true, true
40531, 23769, 6396, 278, 30, 15, true, true
41761, 24404, 6396, 277, 30, 15, true, true
43054, 24967, 6400, 280, 31, 15, true, true
44140, 25468, 6400, 279, 30, 15, true, true
44201, 25494, 6413, 288, 31, 14, true, true
45236, 25923, 6415, 290, 32, 14, true, true
46736, 26559, 6415, 289, 31, 15, true, true
47999, 27148, 6416, 290, 32, 14, true, true
48322, 27301, 6417, 288, 33, 13, true, true
49485, 27801, 6419, 290, 34, 13, true, true
50527, 28232, 6420, 291, 35, 12, true, true
58691, 31164, 6420, 290, 34, 19, true, true
60629, 31904, 6420, 285, 34, 20, true, true
62253, 32406, 6424, 289, 35, 19, true, true
63866, 32954, 6433, 298, 36, 18, true, true
70461, 35309, 6435, 300, 37, 21, true, true
71551, 35688, 6435, 299, 36, 22, true, true
74859, 36965, 6436, 188, 36, 21, true, true
76097, 37657, 6436, 156, 35, 24, true, true
78962, 39299, 6436, 154, 34, 26, true, true
81885, 40309, 6436, 153, 33, 27, true, true
84295, 41332, 6436, 151, 32, 28, true, true
87613, 42784, 6437, 152, 33, 32, true, true
89357, 43564, 6437, 151, 32, 34, true, true
96066, 46559, 6440, 154, 33, 36, true, true
96454, 46714, 6440, 153, 33, 36, true, true
97940, 47333, 6443, 156, 34, 35, true, true
103654, 49713, 6443, 155, 33, 39, true, true
106009, 50654, 6443, 149, 32, 40, true, true
107398, 51161, 6447, 152, 33, 41, true, true
109094, 51904, 6447, 150, 32, 42, true, true
110055, 52367, 6449, 152, 33, 43, true, true
112256, 53423, 6449, 140, 32, 44, true, true
113085, 53724, 6449, 139, 31, 45, true, true
117818, 55923, 6451, 141, 32, 45, true, true
119490, 56802, 6456, 146, 33, 45, true, true
121210, 57716, 6456, 139, 32, 46, true, true
121422, 57809, 6457, 140, 33, 45, true, true
124905, 59244, 6458, 141, 34, 44, true, true
125308, 59404, 6459, 142, 35, 42, true, true
127225, 60284, 6460, 143, 36, 41, true, true
127296, 60309, 6460, 142, 35, 41, true, true
130189, 61559, 6463, 145, 36, 40, true, true
133740, 62809, 6464, 146, 37, 39, true, true
139373, 65262, 6465, 146, 37, 42, true, true
139694, 65413, 6465, 144, 36, 42, true, true
140231, 65654, 6465, 143, 36, 42, true, true
143587, 66797, 6472, 150, 37, 42, true, true
144530, 67173, 6472, 149, 37, 42, true, true
145225, 67400, 6475, 139, 37, 42, true, true
148479, 68154, 6782, 442, 37, 41, true, true
157270, 70290, 6783, 443, 38, 41, true, true
158789, 70654, 6792, 451, 39, 40, true, true
174257, 74059, 6808, 467, 40, 40, true, true
176973, 74673, 6813, 472, 41, 40, true, true
180003, 75284, 6816, 475, 42, 40, true, true
185663, 76575, 6837, 495, 43, 40, true, true
187214, 76928, 6837, 494, 42, 41, true, true
187834, 77037, 6838, 434, 43, 40, true, true
196102, 78633, 6883, 475, 44, 40, true, true
196722, 78768, 6883, 474, 43, 40, true, true
199409, 79413, 6883, 470, 42, 40, true, true
209987, 81780, 6894, 481, 43, 40, true, true
214929, 82809, 6895, 482, 44, 39, true, true
218924, 83661, 6895, 480, 43, 40, true, true
219812, 83817, 6897, 480, 43, 39, true, true
223682, 84404, 6898, 481, 44, 38, true, true
228083, 85284, 6900, 483, 45, 39, true, true
230186, 85923, 6903, 486, 46, 38, true, true
232127, 86509, 6905, 486, 46, 38, true, true
240537, 88540, 6911, 492, 47, 39, true, true
243887, 89404, 6916, 497, 48, 37, true, true
256361, 91904, 6920, 501, 49, 35, true, true
261999, 92809, 6920, 496, 48, 35, true, true
264972, 93154, 6920, 495, 47, 35, true, true
278858, 95309, 6921, 493, 47, 36, true, true
279678, 95560, 6922, 494, 48, 33, true, true
284347, 96883, 6923, 495, 49, 34, true, true
285387, 97173, 6972, 543, 50, 33, true, true
296425, 100036, 6973, 544, 51, 33, true, true
303531, 101559, 6987, 540, 51, 32, true, true
307670, 101904, 6991, 544, 52, 31, true, true
315089, 102809, 6994, 547, 53, 31, true, true
325062, 103938, 6996, 549, 54, 30, true, true
326859, 104180, 7008, 561, 55, 29, true, true
330447, 104588, 7252, 774, 56, 27, true, true
336455, 105309, 7286, 805, 57, 28, true, true
353541, 107173, 7286, 804, 57, 29, true, true
359843, 108198, 7286, 803, 56, 29, true, true
391765, 112809, 7286, 802, 55, 29, true, true
405961, 115222, 7286, 801, 55, 34, true, true
428660, 120309, 7286, 800, 54, 37, true, true
466777, 129243, 7286, 790, 54, 40, true, true
468305, 129673, 7295, 797, 53, 39, true, true
470230, 130114, 7303, 805, 54, 38, true, true
471315, 130309, 7304, 802, 54, 36, true, true
488392, 132809, 7304, 798, 53, 40, true, true
490948, 133154, 7411, 905, 54, 38, true, true
496544, 134404, 7428, 922, 55, 37, true, true
504858, 136209, 7430, 873, 56, 37, true, true
516971, 138154, 7430, 872, 55, 37, true, true
564052, 147429, 7433, 874, 56, 41, true, true
577338, 149404, 7471, 906, 57, 42, true, true
595750, 152948, 7480, 915, 58, 43, true, true
607589, 155495, 7489, 924, 59, 41, true, true
609133, 155920, 7490, 925, 60, 40, true, true
619101, 158154, 7490, 924, 59, 42, true, true
628029, 160813, 7491, 925, 60, 41, true, true
653435, 165654, 7491, 924, 59, 43, true, true
658478, 166627, 7493, 924, 60, 41, true, true
675756, 170081, 7493, 923, 59, 42, true, true
676513, 170280, 7493, 921, 59, 42, true, true
681643, 171862, 7497, 925, 60, 41, true, true
681891, 171904, 7498, 926, 61, 40, true, true
682839, 172139, 7499, 927, 62, 36, true, true
694004, 174124, 7499, 920, 62, 37, true, true
699240, 175284, 7499, 919, 61, 37, true, true
725892, 180309, 7499, 918, 60, 39, true, true
742801, 184034, 7499, 917, 60, 40, true, true
753402, 186449, 7503, 918, 60, 39, true, true
755252, 186839, 7503, 917, 59, 39, true, true
772209, 190353, 7579, 979, 60, 39, true, true
778770, 191483, 7579, 978, 59, 39, true, true
779196, 191562, 7579, 977, 59, 39, true, true
785159, 192809, 7641, 915, 60, 40, true, true
798341, 194697, 7641, 913, 60, 40, true, true
827642, 199498, 7643, 915, 61, 39, true, true
835109, 200704, 7643, 913, 60, 39, true, true
860326, 205335, 7645, 909, 60, 39, true, true
883011, 210309, 7646, 910, 61, 39, true, true
883953, 210586, 7647, 908, 62, 37, true, true
897965, 214293, 7647, 907, 61, 37, true, true
915292, 219059, 7647, 906, 60, 40, true, true
948183, 227809, 7648, 906, 61, 41, true, true
949333, 228154, 7649, 907, 62, 40, true, true
954140, 229404, 7653, 902, 63, 41, true, true
956113, 229910, 7655, 902, 64, 40, true, true
957690, 230369, 7660, 907, 65, 40, true, true
975018, 234673, 7661, 907, 65, 39, true, true
993725, 238455, 7662, 908, 66, 42, true, true
1014687, 242461, 7662, 905, 65, 43, true, true
1021978, 244404, 7662, 904, 64, 45, true, true
1033931, 246781, 7666, 842, 65, 45, true, true
1034540, 246904, 7667, 843, 66, 43, true, true
1042139, 248154, 7667, 841, 66, 43, true, true
1082420, 254874, 7667, 840, 65, 43, true, true
1131912, 262600, 7672, 845, 66, 46, true, true
1133920, 262809, 7672, 844, 65, 46, true, true
1136990, 263154, 7674, 846, 66, 45, true, true
1152343, 265309, 7714, 886, 67, 45, true, true
1192226, 270923, 7747, 913, 66, 47, true, true
1236844, 277579, 7750, 916, 67, 52, true, true
1244023, 278693, 7873, 988, 67, 51, true, true
1270395, 282063, 7874, 989, 68, 51, true, true
1271808, 282392, 7874, 980, 67, 52, true, true
1283100, 284059, 7875, 981, 68, 50, true, true
1370445, 294874, 7953, 949, 69, 55, true, true
